chrBase 	chr 	base 	strand 	coverage 	freqC 	freqT
chr1.896276 	chr1 	896276 	R 	13 	0 	100
chr1.896613 	chr1 	896613 	R 	19 	0 	100
chr1.896339 	chr1 	896339 	F 	13 	0 	100
chr1.896341 	chr1 	896341 	F 	13 	0 	100
chr1.896252 	chr1 	896252 	R 	12 	0 	100
chr1.896251 	chr1 	896251 	F 	14 	0 	100
chr1.896690 	chr1 	896690 	F 	14 	7.14 	92.86
chr1.896373 	chr1 	896373 	F 	12 	0 	100
chr1.896600 	chr1 	896600 	F 	14 	14.29 	85.71
chr1.896269 	chr1 	896269 	F 	13 	0 	100
chr1.896203 	chr1 	896203 	R 	10 	0 	100
chr1.896612 	chr1 	896612 	F 	14 	0 	100
chr1.896646 	chr1 	896646 	R 	19 	10.53 	89.47
chr1.896244 	chr1 	896244 	R 	12 	0 	100
chr1.896205 	chr1 	896205 	R 	11 	0 	100
chr1.896645 	chr1 	896645 	F 	11 	9.09 	90.91
chr1.896346 	chr1 	896346 	F 	13 	0 	100
chr1.896632 	chr1 	896632 	R 	18 	0 	100
chr1.896247 	chr1 	896247 	F 	14 	0 	100
chr1.896275 	chr1 	896275 	F 	15 	0 	100
chr1.896228 	chr1 	896228 	F 	15 	0 	100
chr1.896698 	chr1 	896698 	F 	13 	92.31 	7.69
chr1.896242 	chr1 	896242 	R 	11 	0 	100
chr1.896359 	chr1 	896359 	F 	13 	0 	100
chr1.896241 	chr1 	896241 	F 	15 	0 	100
chr1.896190 	chr1 	896190 	F 	13 	0 	100
chr1.896631 	chr1 	896631 	F 	10 	0 	100
chr1.896283 	chr1 	896283 	R 	13 	0 	100
chr1.896691 	chr1 	896691 	R 	21 	0 	100
chr1.896676 	chr1 	896676 	F 	14 	0 	100
chr1.896677 	chr1 	896677 	R 	20 	0 	100
chr1.896662 	chr1 	896662 	R 	17 	0 	100
chr1.896180 	chr1 	896180 	F 	15 	0 	100
chr1.896601 	chr1 	896601 	R 	16 	100 	0
chr1.896693 	chr1 	896693 	R 	20 	0 	100
chr1.896218 	chr1 	896218 	R 	12 	0 	100
chr1.896661 	chr1 	896661 	F 	13 	7.69 	92.31
chr1.896628 	chr1 	896628 	R 	17 	0 	100
chr1.896692 	chr1 	896692 	F 	12 	0 	100
chr1.896243 	chr1 	896243 	F 	15 	0 	100
chr1.896248 	chr1 	896248 	R 	12 	16.67 	83.33
chr1.897249 	chr1 	897249 	R 	19 	73.68 	26.32
chr1.897254 	chr1 	897254 	R 	21 	95.24 	4.76
chr1.897245 	chr1 	897245 	R 	18 	94.44 	5.56
chr1.897284 	chr1 	897284 	R 	21 	66.67 	33.33
chr1.897221 	chr1 	897221 	R 	17 	100 	0
chr1.897309 	chr1 	897309 	R 	21 	100 	0
chr1.899466 	chr1 	899466 	R 	12 	58.33 	41.67
chr1.899482 	chr1 	899482 	R 	12 	100 	0
chr1.899435 	chr1 	899435 	R 	12 	75 	25
chr1.902182 	chr1 	902182 	F 	10 	0 	100
chr1.901685 	chr1 	901685 	F 	11 	9.09 	90.91
chr1.902380 	chr1 	902380 	F 	20 	0 	100
chr1.902397 	chr1 	902397 	F 	20 	0 	100
chr1.902190 	chr1 	902190 	R 	14 	0 	100
chr1.901643 	chr1 	901643 	F 	11 	27.27 	72.73
chr1.902232 	chr1 	902232 	F 	10 	10 	90
chr1.902254 	chr1 	902254 	R 	16 	0 	100
chr1.902191 	chr1 	902191 	F 	10 	0 	100
chr1.902235 	chr1 	902235 	R 	16 	0 	100
chr1.902377 	chr1 	902377 	F 	19 	0 	100
chr1.902237 	chr1 	902237 	R 	15 	0 	100
chr1.902369 	chr1 	902369 	F 	15 	0 	100
chr1.902201 	chr1 	902201 	R 	17 	0 	100
chr1.902277 	chr1 	902277 	R 	12 	0 	100
chr1.902200 	chr1 	902200 	F 	10 	0 	100
chr1.902195 	chr1 	902195 	R 	15 	0 	100
chr1.902192 	chr1 	902192 	R 	15 	0 	100
chr1.902253 	chr1 	902253 	F 	10 	0 	100
chr1.902350 	chr1 	902350 	F 	20 	0 	100
chr1.902283 	chr1 	902283 	R 	17 	11.76 	88.24
chr1.902245 	chr1 	902245 	F 	10 	0 	100
chr1.902221 	chr1 	902221 	R 	16 	0 	100
chr1.902362 	chr1 	902362 	F 	17 	0 	100
chr1.902422 	chr1 	902422 	F 	18 	0 	100
chr1.902346 	chr1 	902346 	F 	19 	5.26 	94.74
chr1.902428 	chr1 	902428 	F 	12 	0 	100
chr1.902176 	chr1 	902176 	F 	10 	20 	80
chr1.902424 	chr1 	902424 	F 	17 	0 	100
chr1.902246 	chr1 	902246 	R 	17 	0 	100
chr1.902438 	chr1 	902438 	F 	16 	93.75 	6.25
chr1.902375 	chr1 	902375 	F 	19 	0 	100
chr1.902233 	chr1 	902233 	R 	15 	0 	100
chr1.901725 	chr1 	901725 	F 	10 	0 	100
chr1.902412 	chr1 	902412 	F 	15 	0 	100
chr1.902234 	chr1 	902234 	F 	10 	0 	100
chr1.906395 	chr1 	906395 	F 	11 	90.91 	9.09
chr1.906340 	chr1 	906340 	F 	13 	15.38 	84.62
chr1.906363 	chr1 	906363 	F 	12 	8.33 	91.67
chr1.906582 	chr1 	906582 	F 	12 	75 	25
chr1.906312 	chr1 	906312 	F 	13 	46.15 	53.85
chr1.906358 	chr1 	906358 	F 	12 	16.67 	83.33
chr1.906350 	chr1 	906350 	F 	13 	23.08 	76.92
chr1.906557 	chr1 	906557 	F 	12 	66.67 	33.33
chr1.906302 	chr1 	906302 	F 	13 	46.15 	53.85
chr1.906537 	chr1 	906537 	F 	12 	83.33 	16.67
chr1.906297 	chr1 	906297 	F 	13 	46.15 	53.85
chr1.906603 	chr1 	906603 	F 	10 	30 	70
chr1.906373 	chr1 	906373 	F 	12 	25 	75
chr1.906534 	chr1 	906534 	F 	12 	50 	50
chr1.906360 	chr1 	906360 	F 	11 	45.45 	54.55
chr1.907273 	chr1 	907273 	F 	16 	100 	0
chr1.907261 	chr1 	907261 	F 	14 	78.57 	21.43
chr1.907337 	chr1 	907337 	F 	14 	42.86 	57.14
chr1.907258 	chr1 	907258 	F 	16 	87.5 	12.5
chr1.907271 	chr1 	907271 	F 	16 	81.25 	18.75
chr1.911996 	chr1 	911996 	R 	19 	0 	100
chr1.911601 	chr1 	911601 	F 	10 	0 	100
chr1.911914 	chr1 	911914 	R 	17 	0 	100
chr1.911905 	chr1 	911905 	R 	18 	0 	100
chr1.920506 	chr1 	920506 	F 	10 	80 	20
chr1.920420 	chr1 	920420 	F 	10 	100 	0
chr1.920479 	chr1 	920479 	F 	10 	60 	40
chr1.921531 	chr1 	921531 	R 	10 	70 	30
chr1.921563 	chr1 	921563 	R 	10 	70 	30
chr1.921539 	chr1 	921539 	R 	10 	90 	10
chr1.921556 	chr1 	921556 	R 	10 	100 	0
chr1.932936 	chr1 	932936 	R 	22 	18.18 	81.82
chr1.932874 	chr1 	932874 	R 	22 	27.27 	72.73
chr1.933877 	chr1 	933877 	R 	11 	0 	100
chr1.933837 	chr1 	933837 	R 	16 	12.5 	87.5
chr1.933880 	chr1 	933880 	R 	10 	0 	100
chr1.933596 	chr1 	933596 	R 	10 	20 	80
chr1.933590 	chr1 	933590 	R 	10 	0 	100
chr1.933890 	chr1 	933890 	R 	15 	13.33 	86.67
chr1.933859 	chr1 	933859 	R 	15 	0 	100
chr1.933641 	chr1 	933641 	R 	10 	20 	80
chr1.933906 	chr1 	933906 	R 	16 	12.5 	87.5
chr1.933656 	chr1 	933656 	R 	10 	30 	70
chr1.933899 	chr1 	933899 	R 	11 	36.36 	63.64
chr1.933572 	chr1 	933572 	R 	10 	0 	100
chr1.933913 	chr1 	933913 	R 	16 	12.5 	87.5
chr1.933585 	chr1 	933585 	R 	10 	10 	90
chr1.933908 	chr1 	933908 	R 	16 	6.25 	93.75
chr1.933579 	chr1 	933579 	R 	10 	0 	100
chr1.934555 	chr1 	934555 	F 	15 	0 	100
chr1.934574 	chr1 	934574 	F 	13 	0 	100
chr1.935123 	chr1 	935123 	R 	10 	0 	100
chr1.934612 	chr1 	934612 	F 	10 	0 	100
chr1.934598 	chr1 	934598 	F 	12 	0 	100
chr1.934444 	chr1 	934444 	R 	15 	20 	80
chr1.934470 	chr1 	934470 	R 	15 	0 	100
chr1.934452 	chr1 	934452 	R 	15 	6.67 	93.33
chr1.934391 	chr1 	934391 	R 	14 	7.14 	92.86
chr1.934578 	chr1 	934578 	F 	12 	0 	100
chr1.934558 	chr1 	934558 	F 	15 	0 	100
chr1.934535 	chr1 	934535 	F 	15 	0 	100
chr1.934520 	chr1 	934520 	F 	15 	13.33 	86.67
chr1.935157 	chr1 	935157 	R 	10 	10 	90
chr1.934583 	chr1 	934583 	F 	14 	0 	100
chr1.934416 	chr1 	934416 	R 	15 	20 	80
chr1.934980 	chr1 	934980 	R 	10 	10 	90
chr1.934410 	chr1 	934410 	R 	10 	10 	90
chr1.934379 	chr1 	934379 	R 	13 	7.69 	92.31
chr1.934585 	chr1 	934585 	F 	14 	7.14 	92.86
chr1.934946 	chr1 	934946 	R 	10 	0 	100
chr1.934987 	chr1 	934987 	R 	10 	10 	90
chr1.934529 	chr1 	934529 	F 	15 	0 	100
chr1.935032 	chr1 	935032 	R 	11 	9.09 	90.91
chr1.934402 	chr1 	934402 	R 	15 	6.67 	93.33
chr1.935133 	chr1 	935133 	R 	10 	0 	100
chr1.934562 	chr1 	934562 	F 	13 	0 	100
chr1.935087 	chr1 	935087 	R 	10 	0 	100
chr1.934407 	chr1 	934407 	R 	10 	10 	90
chr1.935002 	chr1 	935002 	R 	11 	18.18 	81.82
chr1.934594 	chr1 	934594 	F 	14 	0 	100
chr1.934532 	chr1 	934532 	F 	14 	0 	100
chr1.935044 	chr1 	935044 	R 	11 	18.18 	81.82
chr1.934537 	chr1 	934537 	F 	13 	0 	100
chr1.935012 	chr1 	935012 	R 	11 	18.18 	81.82
chr1.935137 	chr1 	935137 	R 	10 	0 	100
chr1.935114 	chr1 	935114 	R 	10 	0 	100
chr1.936271 	chr1 	936271 	F 	10 	10 	90
chr1.936282 	chr1 	936282 	F 	10 	0 	100
chr1.936301 	chr1 	936301 	F 	11 	0 	100
chr1.936323 	chr1 	936323 	F 	11 	0 	100
chr1.936318 	chr1 	936318 	F 	11 	9.09 	90.91
chr1.936313 	chr1 	936313 	F 	11 	0 	100
chr1.936340 	chr1 	936340 	F 	11 	0 	100
chr1.936346 	chr1 	936346 	F 	10 	0 	100
chr1.937222 	chr1 	937222 	R 	11 	0 	100
chr1.937161 	chr1 	937161 	F 	16 	0 	100
chr1.937208 	chr1 	937208 	R 	11 	9.09 	90.91
chr1.936952 	chr1 	936952 	R 	12 	0 	100
chr1.937049 	chr1 	937049 	R 	13 	15.38 	84.62
chr1.937188 	chr1 	937188 	R 	11 	0 	100
chr1.937187 	chr1 	937187 	F 	15 	0 	100
chr1.937172 	chr1 	937172 	R 	10 	0 	100
chr1.937037 	chr1 	937037 	R 	13 	15.38 	84.62
chr1.937148 	chr1 	937148 	R 	10 	0 	100
chr1.936698 	chr1 	936698 	F 	18 	16.67 	83.33
chr1.936720 	chr1 	936720 	F 	18 	0 	100
chr1.937219 	chr1 	937219 	F 	13 	0 	100
chr1.937135 	chr1 	937135 	F 	16 	0 	100
chr1.937144 	chr1 	937144 	F 	19 	10.53 	89.47
chr1.937040 	chr1 	937040 	R 	13 	38.46 	61.54
chr1.937147 	chr1 	937147 	F 	18 	0 	100
chr1.936795 	chr1 	936795 	F 	15 	0 	100
chr1.936971 	chr1 	936971 	R 	12 	0 	100
chr1.937207 	chr1 	937207 	F 	15 	0 	100
chr1.937198 	chr1 	937198 	F 	11 	0 	100
chr1.937009 	chr1 	937009 	R 	13 	23.08 	76.92
chr1.937159 	chr1 	937159 	F 	17 	0 	100
chr1.937203 	chr1 	937203 	R 	10 	10 	90
chr1.936980 	chr1 	936980 	R 	13 	0 	100
chr1.936778 	chr1 	936778 	F 	13 	0 	100
chr1.937237 	chr1 	937237 	R 	11 	9.09 	90.91
chr1.937186 	chr1 	937186 	R 	11 	0 	100
chr1.937035 	chr1 	937035 	R 	12 	41.67 	58.33
chr1.937171 	chr1 	937171 	F 	17 	0 	100
chr1.937018 	chr1 	937018 	R 	13 	23.08 	76.92
chr1.937121 	chr1 	937121 	F 	19 	10.53 	89.47
chr1.937199 	chr1 	937199 	R 	11 	9.09 	90.91
chr1.937126 	chr1 	937126 	F 	19 	10.53 	89.47
chr1.936924 	chr1 	936924 	F 	10 	20 	80
chr1.937016 	chr1 	937016 	R 	13 	0 	100
chr1.937185 	chr1 	937185 	F 	13 	0 	100
chr1.937168 	chr1 	937168 	F 	17 	0 	100
chr1.937220 	chr1 	937220 	R 	11 	0 	100
chr1.940202 	chr1 	940202 	R 	17 	5.88 	94.12
chr1.940167 	chr1 	940167 	R 	13 	30.77 	69.23
chr1.940250 	chr1 	940250 	R 	17 	5.88 	94.12
chr1.944204 	chr1 	944204 	R 	12 	58.33 	41.67
chr1.944247 	chr1 	944247 	R 	13 	92.31 	7.69
chr1.944301 	chr1 	944301 	R 	13 	100 	0
chr1.944269 	chr1 	944269 	R 	13 	92.31 	7.69
chr1.944277 	chr1 	944277 	R 	13 	69.23 	30.77
chr1.944233 	chr1 	944233 	R 	13 	76.92 	23.08
chr1.944294 	chr1 	944294 	R 	13 	92.31 	7.69
chr1.948725 	chr1 	948725 	F 	10 	0 	100
chr1.948691 	chr1 	948691 	F 	10 	0 	100
chr1.948682 	chr1 	948682 	F 	10 	10 	90
chr1.948740 	chr1 	948740 	F 	10 	0 	100
chr1.948717 	chr1 	948717 	F 	10 	0 	100
chr1.952794 	chr1 	952794 	F 	15 	53.33 	46.67
chr1.952803 	chr1 	952803 	F 	15 	93.33 	6.67
chr1.952844 	chr1 	952844 	F 	15 	66.67 	33.33
chr1.952811 	chr1 	952811 	F 	15 	86.67 	13.33
chr1.954493 	chr1 	954493 	R 	10 	50 	50
chr1.954489 	chr1 	954489 	R 	10 	60 	40
chr1.954477 	chr1 	954477 	R 	10 	50 	50
chr1.954770 	chr1 	954770 	R 	12 	8.33 	91.67
chr1.954774 	chr1 	954774 	R 	12 	16.67 	83.33
chr1.955951 	chr1 	955951 	F 	14 	0 	100
chr1.955958 	chr1 	955958 	F 	14 	0 	100
chr1.955968 	chr1 	955968 	F 	12 	0 	100
chr1.955965 	chr1 	955965 	F 	14 	0 	100
chr1.956020 	chr1 	956020 	R 	11 	0 	100
chr1.955983 	chr1 	955983 	R 	12 	0 	100
chr1.956022 	chr1 	956022 	R 	12 	0 	100
chr1.955945 	chr1 	955945 	F 	12 	0 	100
chr1.956006 	chr1 	956006 	R 	12 	0 	100
chr1.955948 	chr1 	955948 	F 	14 	0 	100
chr1.955927 	chr1 	955927 	F 	14 	21.43 	78.57
chr1.955942 	chr1 	955942 	F 	14 	7.14 	92.86
chr1.955962 	chr1 	955962 	F 	14 	0 	100
chr1.955981 	chr1 	955981 	R 	12 	0 	100
chr1.955980 	chr1 	955980 	F 	10 	0 	100
chr1.956036 	chr1 	956036 	R 	12 	0 	100
chr1.956000 	chr1 	956000 	R 	11 	0 	100
chr1.956013 	chr1 	956013 	R 	12 	0 	100
chr1.959367 	chr1 	959367 	F 	26 	96.15 	3.85
chr1.968505 	chr1 	968505 	R 	11 	0 	100
chr1.968564 	chr1 	968564 	R 	12 	0 	100
chr1.968568 	chr1 	968568 	R 	12 	0 	100
chr1.968566 	chr1 	968566 	R 	12 	0 	100
chr1.968584 	chr1 	968584 	R 	12 	8.33 	91.67
chr1.968492 	chr1 	968492 	R 	11 	0 	100
chr1.968527 	chr1 	968527 	R 	12 	0 	100
chr1.968575 	chr1 	968575 	R 	12 	0 	100
chr1.968581 	chr1 	968581 	R 	11 	0 	100
chr1.968524 	chr1 	968524 	R 	12 	0 	100
chr1.968511 	chr1 	968511 	R 	11 	0 	100
chr1.969828 	chr1 	969828 	F 	24 	54.17 	45.83
chr1.969357 	chr1 	969357 	R 	10 	0 	100
chr1.969154 	chr1 	969154 	R 	22 	13.64 	86.36
chr1.969391 	chr1 	969391 	R 	10 	20 	80
chr1.969399 	chr1 	969399 	R 	10 	20 	80
chr1.969825 	chr1 	969825 	F 	25 	68 	32
chr1.969852 	chr1 	969852 	F 	21 	47.62 	52.38
chr1.969121 	chr1 	969121 	R 	22 	0 	100
chr1.969767 	chr1 	969767 	F 	26 	23.08 	76.92
chr1.969420 	chr1 	969420 	R 	10 	20 	80
chr1.969393 	chr1 	969393 	R 	10 	20 	80
chr1.969360 	chr1 	969360 	R 	10 	0 	100
chr1.971290 	chr1 	971290 	F 	10 	40 	60
chr1.971322 	chr1 	971322 	F 	10 	30 	70
chr1.971384 	chr1 	971384 	F 	10 	40 	60
chr1.976556 	chr1 	976556 	F 	18 	16.67 	83.33
chr1.976687 	chr1 	976687 	R 	24 	75 	25
chr1.976590 	chr1 	976590 	F 	18 	27.78 	72.22
chr1.976548 	chr1 	976548 	F 	18 	11.11 	88.89
chr1.975963 	chr1 	975963 	F 	10 	0 	100
chr1.976690 	chr1 	976690 	R 	25 	32 	68
chr1.975903 	chr1 	975903 	F 	11 	0 	100
chr1.976631 	chr1 	976631 	F 	16 	31.25 	68.75
chr1.975970 	chr1 	975970 	R 	30 	0 	100
chr1.976626 	chr1 	976626 	R 	22 	18.18 	81.82
chr1.976614 	chr1 	976614 	F 	17 	64.71 	35.29
chr1.975933 	chr1 	975933 	F 	10 	0 	100
chr1.975881 	chr1 	975881 	F 	11 	0 	100
chr1.976606 	chr1 	976606 	F 	18 	55.56 	44.44
chr1.976012 	chr1 	976012 	R 	32 	0 	100
chr1.975957 	chr1 	975957 	R 	30 	0 	100
chr1.976681 	chr1 	976681 	R 	24 	62.5 	37.5
chr1.976675 	chr1 	976675 	R 	23 	47.83 	52.17
chr1.975893 	chr1 	975893 	F 	10 	0 	100
chr1.975897 	chr1 	975897 	F 	10 	0 	100
chr1.976645 	chr1 	976645 	R 	23 	26.09 	73.91
chr1.976575 	chr1 	976575 	F 	18 	0 	100
chr1.976003 	chr1 	976003 	R 	32 	0 	100
chr1.975954 	chr1 	975954 	F 	10 	0 	100
chr1.976693 	chr1 	976693 	R 	25 	56 	44
chr1.976046 	chr1 	976046 	R 	32 	6.25 	93.75
chr1.976135 	chr1 	976135 	F 	10 	0 	100
chr1.976558 	chr1 	976558 	F 	16 	0 	100
chr1.975995 	chr1 	975995 	R 	32 	0 	100
chr1.976607 	chr1 	976607 	R 	16 	50 	50
chr1.976604 	chr1 	976604 	F 	16 	62.5 	37.5
chr1.975955 	chr1 	975955 	R 	27 	0 	100
chr1.975901 	chr1 	975901 	F 	11 	0 	100
chr1.976666 	chr1 	976666 	R 	23 	21.74 	78.26
chr1.976007 	chr1 	976007 	R 	30 	0 	100
chr1.975915 	chr1 	975915 	F 	11 	0 	100
chr1.975928 	chr1 	975928 	F 	11 	0 	100
chr1.976038 	chr1 	976038 	R 	25 	4 	96
chr1.976705 	chr1 	976705 	R 	24 	37.5 	62.5
chr1.976611 	chr1 	976611 	R 	20 	30 	70
chr1.976051 	chr1 	976051 	R 	33 	12.12 	87.88
chr1.976625 	chr1 	976625 	F 	16 	50 	50
chr1.975964 	chr1 	975964 	R 	30 	3.33 	96.67
chr1.976618 	chr1 	976618 	R 	23 	13.04 	86.96
chr1.976696 	chr1 	976696 	R 	25 	44 	56
chr1.976660 	chr1 	976660 	R 	15 	46.67 	53.33
chr1.976544 	chr1 	976544 	F 	17 	17.65 	82.35
chr1.976118 	chr1 	976118 	F 	10 	0 	100
chr1.976647 	chr1 	976647 	R 	22 	27.27 	72.73
chr1.976610 	chr1 	976610 	F 	18 	77.78 	22.22
chr1.976632 	chr1 	976632 	R 	20 	20 	80
chr1.976615 	chr1 	976615 	R 	22 	50 	50
chr1.976655 	chr1 	976655 	R 	24 	16.67 	83.33
chr1.976533 	chr1 	976533 	F 	18 	0 	100
chr1.976107 	chr1 	976107 	F 	10 	0 	100
chr1.976617 	chr1 	976617 	F 	17 	29.41 	70.59
chr1.975909 	chr1 	975909 	F 	11 	0 	100
chr1.977346 	chr1 	977346 	R 	13 	100 	0
chr1.977310 	chr1 	977310 	R 	13 	92.31 	7.69
chr1.977329 	chr1 	977329 	R 	13 	84.62 	15.38
chr1.978973 	chr1 	978973 	F 	10 	100 	0
chr1.978991 	chr1 	978991 	F 	10 	90 	10
chr1.978964 	chr1 	978964 	F 	10 	100 	0
chr1.979009 	chr1 	979009 	F 	10 	100 	0
chr1.978968 	chr1 	978968 	F 	10 	80 	20
chr1.983598 	chr1 	983598 	R 	11 	81.82 	18.18
chr1.983590 	chr1 	983590 	R 	11 	81.82 	18.18
chr1.983714 	chr1 	983714 	R 	21 	71.43 	28.57
chr1.983563 	chr1 	983563 	R 	10 	100 	0
chr1.983546 	chr1 	983546 	R 	10 	70 	30
chr1.983691 	chr1 	983691 	R 	21 	95.24 	4.76
chr1.983661 	chr1 	983661 	R 	20 	75 	25
chr1.983532 	chr1 	983532 	R 	11 	81.82 	18.18
chr1.990609 	chr1 	990609 	R 	11 	100 	0
chr1.990632 	chr1 	990632 	R 	11 	90.91 	9.09
chr1.990644 	chr1 	990644 	R 	11 	90.91 	9.09
chr1.990641 	chr1 	990641 	R 	11 	90.91 	9.09
chr1.990621 	chr1 	990621 	R 	10 	100 	0
chr1.992580 	chr1 	992580 	F 	14 	78.57 	21.43
chr1.992673 	chr1 	992673 	F 	14 	78.57 	21.43
chr1.994528 	chr1 	994528 	F 	15 	0 	100
chr1.994542 	chr1 	994542 	F 	13 	0 	100
chr1.994534 	chr1 	994534 	F 	12 	0 	100
chr1.994530 	chr1 	994530 	F 	15 	0 	100
chr1.994599 	chr1 	994599 	F 	11 	100 	0
chr1.994504 	chr1 	994504 	F 	16 	18.75 	81.25
chr1.994526 	chr1 	994526 	F 	16 	0 	100
chr1.995598 	chr1 	995598 	F 	12 	91.67 	8.33
chr1.995663 	chr1 	995663 	F 	12 	50 	50
chr1.995886 	chr1 	995886 	F 	12 	16.67 	83.33
chr1.995827 	chr1 	995827 	F 	12 	50 	50
chr1.995996 	chr1 	995996 	F 	18 	66.67 	33.33
chr1.995838 	chr1 	995838 	F 	12 	66.67 	33.33
chr1.995967 	chr1 	995967 	F 	21 	28.57 	71.43
chr1.995884 	chr1 	995884 	F 	12 	25 	75
chr1.996054 	chr1 	996054 	F 	19 	5.26 	94.74
chr1.999649 	chr1 	999649 	R 	10 	20 	80
chr1.999366 	chr1 	999366 	R 	11 	0 	100
chr1.999377 	chr1 	999377 	R 	18 	0 	100
chr1.999395 	chr1 	999395 	R 	20 	15 	85
chr1.999381 	chr1 	999381 	R 	18 	0 	100
chr1.999348 	chr1 	999348 	R 	12 	0 	100
chr1.999596 	chr1 	999596 	R 	10 	0 	100
chr1.999362 	chr1 	999362 	R 	12 	0 	100
chr1.999600 	chr1 	999600 	R 	10 	0 	100
chr1.1002698 	chr1 	1002698 	F 	11 	81.82 	18.18
chr1.1002690 	chr1 	1002690 	F 	10 	100 	0
chr1.1002703 	chr1 	1002703 	F 	11 	90.91 	9.09
chr1.1002706 	chr1 	1002706 	F 	11 	81.82 	18.18
chr1.1002664 	chr1 	1002664 	F 	11 	90.91 	9.09
chr1.1002667 	chr1 	1002667 	F 	11 	90.91 	9.09
chr1.1002619 	chr1 	1002619 	F 	11 	81.82 	18.18
chr1.1002688 	chr1 	1002688 	F 	11 	100 	0
chr1.1004004 	chr1 	1004004 	R 	16 	6.25 	93.75
chr1.1003951 	chr1 	1003951 	R 	14 	0 	100
chr1.1003974 	chr1 	1003974 	R 	16 	0 	100
chr1.1003970 	chr1 	1003970 	R 	16 	0 	100
chr1.1003942 	chr1 	1003942 	R 	14 	0 	100
chr1.1003996 	chr1 	1003996 	R 	16 	0 	100
chr1.1004662 	chr1 	1004662 	R 	55 	0 	100
chr1.1004692 	chr1 	1004692 	R 	53 	0 	100
chr1.1005396 	chr1 	1005396 	F 	14 	14.29 	85.71
chr1.1004971 	chr1 	1004971 	F 	19 	0 	100
chr1.1005009 	chr1 	1005009 	F 	16 	0 	100
chr1.1004981 	chr1 	1004981 	F 	20 	5 	95
chr1.1004993 	chr1 	1004993 	F 	17 	17.65 	82.35
chr1.1005006 	chr1 	1005006 	F 	16 	6.25 	93.75
chr1.1005411 	chr1 	1005411 	F 	14 	35.71 	64.29
chr1.1005017 	chr1 	1005017 	F 	16 	6.25 	93.75
chr1.1004709 	chr1 	1004709 	R 	55 	7.27 	92.73
chr1.1004979 	chr1 	1004979 	F 	19 	0 	100
chr1.1004953 	chr1 	1004953 	F 	20 	0 	100
chr1.1004637 	chr1 	1004637 	R 	54 	0 	100
chr1.1005398 	chr1 	1005398 	F 	14 	64.29 	35.71
chr1.1004949 	chr1 	1004949 	F 	20 	0 	100
chr1.1005391 	chr1 	1005391 	F 	14 	28.57 	71.43
chr1.1004620 	chr1 	1004620 	R 	52 	0 	100
chr1.1004671 	chr1 	1004671 	R 	55 	0 	100
chr1.1005384 	chr1 	1005384 	F 	14 	21.43 	78.57
chr1.1005317 	chr1 	1005317 	F 	15 	40 	60
chr1.1004614 	chr1 	1004614 	R 	52 	0 	100
chr1.1005015 	chr1 	1005015 	F 	15 	6.67 	93.33
chr1.1004924 	chr1 	1004924 	F 	19 	10.53 	89.47
chr1.1004983 	chr1 	1004983 	F 	18 	11.11 	88.89
chr1.1004700 	chr1 	1004700 	R 	54 	0 	100
chr1.1004683 	chr1 	1004683 	R 	55 	0 	100
chr1.1011335 	chr1 	1011335 	F 	19 	73.68 	26.32
chr1.1011390 	chr1 	1011390 	F 	13 	53.85 	46.15
chr1.1011360 	chr1 	1011360 	F 	19 	78.95 	21.05
chr1.1011365 	chr1 	1011365 	F 	19 	84.21 	15.79
chr1.1012796 	chr1 	1012796 	F 	35 	48.57 	51.43
chr1.1012826 	chr1 	1012826 	F 	19 	26.32 	73.68
chr1.1012741 	chr1 	1012741 	F 	34 	76.47 	23.53
chr1.1012757 	chr1 	1012757 	F 	41 	0 	100
chr1.1012766 	chr1 	1012766 	F 	41 	75.61 	24.39
chr1.1012787 	chr1 	1012787 	F 	37 	0 	100
chr1.1012817 	chr1 	1012817 	F 	18 	0 	100
chr1.1016865 	chr1 	1016865 	R 	10 	80 	20
chr1.1017297 	chr1 	1017297 	F 	12 	91.67 	8.33
chr1.1017364 	chr1 	1017364 	F 	12 	91.67 	8.33
chr1.1017307 	chr1 	1017307 	F 	12 	91.67 	8.33
chr1.1017266 	chr1 	1017266 	F 	12 	83.33 	16.67
chr1.1017318 	chr1 	1017318 	F 	12 	91.67 	8.33
chr1.1019066 	chr1 	1019066 	F 	17 	94.12 	5.88
chr1.1018343 	chr1 	1018343 	F 	11 	100 	0
chr1.1018337 	chr1 	1018337 	F 	10 	100 	0
chr1.1018357 	chr1 	1018357 	F 	10 	80 	20
chr1.1018847 	chr1 	1018847 	F 	15 	100 	0
chr1.1018950 	chr1 	1018950 	F 	16 	100 	0
chr1.1019116 	chr1 	1019116 	F 	13 	76.92 	23.08
chr1.1018609 	chr1 	1018609 	F 	18 	88.89 	11.11
chr1.1018867 	chr1 	1018867 	F 	14 	100 	0
chr1.1018350 	chr1 	1018350 	F 	10 	100 	0
chr1.1018808 	chr1 	1018808 	F 	16 	81.25 	18.75
chr1.1019050 	chr1 	1019050 	F 	17 	76.47 	23.53
chr1.1018364 	chr1 	1018364 	F 	10 	90 	10
chr1.1018631 	chr1 	1018631 	F 	18 	94.44 	5.56
chr1.1018311 	chr1 	1018311 	F 	13 	100 	0
chr1.1018638 	chr1 	1018638 	F 	18 	88.89 	11.11
chr1.1019059 	chr1 	1019059 	F 	17 	100 	0
chr1.1019136 	chr1 	1019136 	F 	13 	92.31 	7.69
