chrBase 	chr 	base 	strand 	coverage 	freqC 	freqT
chr1.913615 	chr1 	913615 	R 	32 	100 	0
chr1.913600 	chr1 	913600 	R 	32 	100 	0
chr1.913519 	chr1 	913519 	F 	13 	100 	0
chr1.913548 	chr1 	913548 	F 	13 	61.54 	38.46
chr1.913707 	chr1 	913707 	R 	38 	94.74 	5.26
chr1.913614 	chr1 	913614 	F 	19 	100 	0
chr1.913512 	chr1 	913512 	F 	13 	100 	0
chr1.913729 	chr1 	913729 	R 	39 	97.44 	2.56
chr1.914174 	chr1 	914174 	F 	15 	100 	0
chr1.914958 	chr1 	914958 	R 	46 	71.74 	28.26
chr1.914544 	chr1 	914544 	R 	29 	62.07 	37.93
chr1.914509 	chr1 	914509 	R 	14 	100 	0
chr1.914393 	chr1 	914393 	F 	26 	57.69 	42.31
chr1.914334 	chr1 	914334 	R 	15 	26.67 	73.33
chr1.914633 	chr1 	914633 	F 	22 	100 	0
chr1.914590 	chr1 	914590 	R 	28 	100 	0
chr1.914341 	chr1 	914341 	R 	15 	66.67 	33.33
chr1.914166 	chr1 	914166 	R 	26 	84.62 	15.38
chr1.914298 	chr1 	914298 	R 	15 	66.67 	33.33
chr1.914765 	chr1 	914765 	R 	16 	75 	25
chr1.914543 	chr1 	914543 	F 	35 	54.29 	45.71
chr1.914796 	chr1 	914796 	R 	10 	100 	0
chr1.914604 	chr1 	914604 	F 	22 	95.45 	4.55
chr1.914572 	chr1 	914572 	R 	30 	96.67 	3.33
chr1.914382 	chr1 	914382 	F 	26 	96.15 	3.85
chr1.914373 	chr1 	914373 	F 	20 	85 	15
chr1.914526 	chr1 	914526 	F 	35 	45.71 	54.29
chr1.914839 	chr1 	914839 	F 	11 	63.64 	36.36
chr1.914600 	chr1 	914600 	F 	22 	100 	0
chr1.914344 	chr1 	914344 	F 	20 	100 	0
chr1.914711 	chr1 	914711 	F 	20 	45 	55
chr1.914326 	chr1 	914326 	R 	15 	73.33 	26.67
chr1.914728 	chr1 	914728 	F 	20 	55 	45
chr1.914521 	chr1 	914521 	F 	35 	88.57 	11.43
chr1.914937 	chr1 	914937 	R 	46 	95.65 	4.35
chr1.914896 	chr1 	914896 	F 	12 	91.67 	8.33
chr1.914706 	chr1 	914706 	F 	20 	90 	10
chr1.914562 	chr1 	914562 	R 	30 	93.33 	6.67
chr1.914668 	chr1 	914668 	R 	27 	96.3 	3.7
chr1.914503 	chr1 	914503 	R 	14 	100 	0
chr1.914345 	chr1 	914345 	R 	15 	100 	0
chr1.914658 	chr1 	914658 	R 	27 	96.3 	3.7
chr1.914072 	chr1 	914072 	F 	31 	100 	0
chr1.914183 	chr1 	914183 	F 	15 	100 	0
chr1.914750 	chr1 	914750 	R 	15 	53.33 	46.67
chr1.914508 	chr1 	914508 	F 	35 	100 	0
chr1.914888 	chr1 	914888 	F 	18 	94.44 	5.56
chr1.914610 	chr1 	914610 	F 	22 	95.45 	4.55
chr1.914518 	chr1 	914518 	F 	35 	85.71 	14.29
chr1.914699 	chr1 	914699 	F 	20 	45 	55
chr1.914634 	chr1 	914634 	R 	27 	100 	0
chr1.914583 	chr1 	914583 	R 	28 	89.29 	10.71
chr1.914693 	chr1 	914693 	F 	20 	100 	0
chr1.914479 	chr1 	914479 	R 	22 	95.45 	4.55
chr1.914624 	chr1 	914624 	F 	22 	100 	0
chr1.914772 	chr1 	914772 	R 	10 	80 	20
chr1.914090 	chr1 	914090 	F 	30 	100 	0
chr1.914589 	chr1 	914589 	F 	19 	100 	0
chr1.914497 	chr1 	914497 	R 	14 	100 	0
chr1.914625 	chr1 	914625 	R 	26 	100 	0
chr1.916204 	chr1 	916204 	F 	12 	100 	0
chr1.916198 	chr1 	916198 	F 	12 	91.67 	8.33
chr1.917662 	chr1 	917662 	R 	20 	65 	35
chr1.917643 	chr1 	917643 	R 	20 	45 	55
chr1.917734 	chr1 	917734 	F 	39 	92.31 	7.69
chr1.917773 	chr1 	917773 	R 	43 	97.67 	2.33
chr1.917726 	chr1 	917726 	F 	39 	84.62 	15.38
chr1.917840 	chr1 	917840 	R 	17 	100 	0
chr1.917715 	chr1 	917715 	F 	39 	94.87 	5.13
chr1.917820 	chr1 	917820 	R 	59 	93.22 	6.78
chr1.917656 	chr1 	917656 	R 	20 	70 	30
chr1.917695 	chr1 	917695 	F 	41 	36.59 	63.41
chr1.917688 	chr1 	917688 	F 	41 	46.34 	53.66
chr1.919002 	chr1 	919002 	F 	20 	100 	0
chr1.919642 	chr1 	919642 	F 	15 	6.67 	93.33
chr1.919617 	chr1 	919617 	F 	15 	53.33 	46.67
chr1.919635 	chr1 	919635 	F 	15 	6.67 	93.33
chr1.919653 	chr1 	919653 	F 	15 	6.67 	93.33
chr1.920420 	chr1 	920420 	F 	45 	100 	0
chr1.923191 	chr1 	923191 	R 	16 	93.75 	6.25
chr1.923201 	chr1 	923201 	R 	16 	93.75 	6.25
chr1.926244 	chr1 	926244 	R 	21 	100 	0
chr1.926251 	chr1 	926251 	R 	21 	100 	0
chr1.931047 	chr1 	931047 	F 	87 	57.47 	42.53
chr1.931151 	chr1 	931151 	R 	53 	66.04 	33.96
chr1.931053 	chr1 	931053 	F 	87 	43.68 	56.32
chr1.931090 	chr1 	931090 	F 	87 	2.3 	97.7
chr1.931057 	chr1 	931057 	F 	87 	41.38 	58.62
chr1.932548 	chr1 	932548 	R 	21 	90.48 	9.52
chr1.932562 	chr1 	932562 	R 	21 	100 	0
chr1.932533 	chr1 	932533 	R 	21 	76.19 	23.81
chr1.932378 	chr1 	932378 	R 	27 	44.44 	55.56
chr1.932314 	chr1 	932314 	F 	48 	0 	100
chr1.932338 	chr1 	932338 	R 	27 	33.33 	66.67
chr1.932387 	chr1 	932387 	R 	27 	40.74 	59.26
chr1.932337 	chr1 	932337 	F 	48 	37.5 	62.5
chr1.932306 	chr1 	932306 	F 	47 	23.4 	76.6
chr1.932936 	chr1 	932936 	R 	58 	39.66 	60.34
chr1.933641 	chr1 	933641 	R 	53 	43.4 	56.6
chr1.933556 	chr1 	933556 	F 	57 	54.39 	45.61
chr1.933656 	chr1 	933656 	R 	53 	41.51 	58.49
chr1.934282 	chr1 	934282 	F 	10 	0 	100
chr1.933584 	chr1 	933584 	F 	57 	10.53 	89.47
chr1.934269 	chr1 	934269 	F 	10 	0 	100
chr1.934287 	chr1 	934287 	F 	10 	0 	100
chr1.934084 	chr1 	934084 	F 	25 	4 	96
chr1.933795 	chr1 	933795 	F 	21 	52.38 	47.62
chr1.933589 	chr1 	933589 	F 	57 	5.26 	94.74
chr1.934274 	chr1 	934274 	F 	10 	0 	100
chr1.933804 	chr1 	933804 	F 	21 	0 	100
chr1.934036 	chr1 	934036 	F 	29 	34.48 	65.52
chr1.934266 	chr1 	934266 	F 	10 	20 	80
chr1.934082 	chr1 	934082 	F 	24 	0 	100
chr1.934055 	chr1 	934055 	F 	25 	8 	92
chr1.933768 	chr1 	933768 	F 	21 	57.14 	42.86
chr1.933757 	chr1 	933757 	F 	21 	85.71 	14.29
chr1.933571 	chr1 	933571 	F 	57 	3.51 	96.49
chr1.933553 	chr1 	933553 	F 	57 	75.44 	24.56
chr1.933578 	chr1 	933578 	F 	57 	7.02 	92.98
chr1.933600 	chr1 	933600 	F 	57 	50.88 	49.12
chr1.934061 	chr1 	934061 	F 	25 	4 	96
chr1.933761 	chr1 	933761 	F 	21 	47.62 	52.38
chr1.934068 	chr1 	934068 	F 	25 	8 	92
chr1.933595 	chr1 	933595 	F 	57 	10.53 	89.47
chr1.933776 	chr1 	933776 	F 	21 	57.14 	42.86
chr1.934810 	chr1 	934810 	F 	22 	4.55 	95.45
chr1.934555 	chr1 	934555 	F 	87 	0 	100
chr1.935064 	chr1 	935064 	F 	31 	0 	100
chr1.935123 	chr1 	935123 	R 	46 	2.17 	97.83
chr1.934801 	chr1 	934801 	F 	22 	0 	100
chr1.934586 	chr1 	934586 	R 	60 	1.67 	98.33
chr1.935043 	chr1 	935043 	F 	30 	40 	60
chr1.934470 	chr1 	934470 	R 	28 	46.43 	53.57
chr1.934452 	chr1 	934452 	R 	28 	0 	100
chr1.934663 	chr1 	934663 	R 	40 	0 	100
chr1.934562 	chr1 	934562 	F 	86 	1.16 	98.84
chr1.934789 	chr1 	934789 	F 	21 	0 	100
chr1.934575 	chr1 	934575 	R 	60 	3.33 	96.67
chr1.934613 	chr1 	934613 	R 	60 	1.67 	98.33
chr1.935058 	chr1 	935058 	F 	31 	6.45 	93.55
chr1.934823 	chr1 	934823 	R 	21 	4.76 	95.24
chr1.934558 	chr1 	934558 	F 	87 	0 	100
chr1.934584 	chr1 	934584 	R 	60 	0 	100
chr1.934768 	chr1 	934768 	F 	22 	50 	50
chr1.935140 	chr1 	935140 	R 	45 	2.22 	97.78
chr1.934599 	chr1 	934599 	R 	59 	1.69 	98.31
chr1.934875 	chr1 	934875 	F 	20 	0 	100
chr1.934644 	chr1 	934644 	F 	46 	0 	100
chr1.934535 	chr1 	934535 	F 	87 	1.15 	98.85
chr1.934892 	chr1 	934892 	F 	20 	0 	100
chr1.935131 	chr1 	935131 	R 	46 	23.91 	76.09
chr1.934847 	chr1 	934847 	R 	21 	42.86 	57.14
chr1.934864 	chr1 	934864 	F 	20 	0 	100
chr1.934637 	chr1 	934637 	F 	46 	52.17 	47.83
chr1.935002 	chr1 	935002 	R 	57 	0 	100
chr1.934444 	chr1 	934444 	R 	28 	0 	100
chr1.934792 	chr1 	934792 	F 	22 	0 	100
chr1.934808 	chr1 	934808 	F 	22 	4.55 	95.45
chr1.935050 	chr1 	935050 	F 	31 	0 	100
chr1.934699 	chr1 	934699 	R 	40 	0 	100
chr1.934889 	chr1 	934889 	F 	20 	10 	90
chr1.934816 	chr1 	934816 	F 	22 	4.55 	95.45
chr1.934520 	chr1 	934520 	F 	87 	48.28 	51.72
chr1.934532 	chr1 	934532 	F 	83 	1.2 	98.8
chr1.934886 	chr1 	934886 	F 	20 	5 	95
chr1.935157 	chr1 	935157 	R 	46 	39.13 	60.87
chr1.934703 	chr1 	934703 	R 	40 	0 	100
chr1.934529 	chr1 	934529 	F 	86 	1.16 	98.84
chr1.934817 	chr1 	934817 	R 	21 	0 	100
chr1.935086 	chr1 	935086 	F 	31 	3.23 	96.77
chr1.934773 	chr1 	934773 	F 	21 	0 	100
chr1.934641 	chr1 	934641 	F 	46 	13.04 	86.96
chr1.935143 	chr1 	935143 	R 	45 	2.22 	97.78
chr1.935044 	chr1 	935044 	R 	57 	21.05 	78.95
chr1.934853 	chr1 	934853 	F 	20 	15 	85
chr1.934693 	chr1 	934693 	R 	40 	0 	100
chr1.935032 	chr1 	935032 	R 	56 	1.79 	98.21
chr1.934537 	chr1 	934537 	F 	87 	1.15 	98.85
chr1.934579 	chr1 	934579 	R 	60 	1.67 	98.33
chr1.934896 	chr1 	934896 	F 	20 	0 	100
chr1.934802 	chr1 	934802 	R 	19 	5.26 	94.74
chr1.934809 	chr1 	934809 	R 	21 	0 	100
chr1.934841 	chr1 	934841 	R 	21 	0 	100
chr1.935133 	chr1 	935133 	R 	46 	0 	100
chr1.934662 	chr1 	934662 	F 	46 	0 	100
chr1.935012 	chr1 	935012 	R 	57 	3.51 	96.49
chr1.934799 	chr1 	934799 	R 	21 	0 	100
chr1.934898 	chr1 	934898 	F 	20 	5 	95
chr1.934595 	chr1 	934595 	R 	60 	1.67 	98.33
chr1.934798 	chr1 	934798 	F 	22 	4.55 	95.45
chr1.934771 	chr1 	934771 	F 	22 	9.09 	90.91
chr1.935137 	chr1 	935137 	R 	46 	15.22 	84.78
chr1.935114 	chr1 	935114 	R 	46 	2.17 	97.83
chr1.934862 	chr1 	934862 	F 	20 	0 	100
chr1.934811 	chr1 	934811 	R 	21 	0 	100
chr1.934710 	chr1 	934710 	R 	40 	27.5 	72.5
chr1.934706 	chr1 	934706 	R 	40 	2.5 	97.5
chr1.934623 	chr1 	934623 	R 	60 	55 	45
chr1.935512 	chr1 	935512 	R 	33 	0 	100
chr1.935618 	chr1 	935618 	F 	69 	50.72 	49.28
chr1.935535 	chr1 	935535 	R 	33 	39.39 	60.61
chr1.935424 	chr1 	935424 	F 	63 	22.22 	77.78
chr1.935624 	chr1 	935624 	F 	69 	4.35 	95.65
chr1.935578 	chr1 	935578 	F 	13 	0 	100
chr1.935417 	chr1 	935417 	R 	66 	10.61 	89.39
chr1.935581 	chr1 	935581 	R 	101 	0 	100
chr1.935404 	chr1 	935404 	F 	65 	10.77 	89.23
chr1.935651 	chr1 	935651 	R 	44 	6.82 	93.18
chr1.935575 	chr1 	935575 	R 	101 	0.99 	99.01
chr1.935420 	chr1 	935420 	F 	58 	3.45 	96.55
chr1.935637 	chr1 	935637 	F 	68 	0 	100
chr1.935387 	chr1 	935387 	F 	65 	9.23 	90.77
chr1.935518 	chr1 	935518 	R 	33 	6.06 	93.94
chr1.935439 	chr1 	935439 	R 	66 	28.79 	71.21
chr1.935481 	chr1 	935481 	F 	10 	30 	70
chr1.935408 	chr1 	935408 	F 	65 	0 	100
chr1.935608 	chr1 	935608 	R 	101 	0.99 	99.01
chr1.935477 	chr1 	935477 	F 	10 	0 	100
chr1.935428 	chr1 	935428 	R 	66 	13.64 	86.36
chr1.935378 	chr1 	935378 	F 	64 	28.12 	71.88
chr1.935650 	chr1 	935650 	F 	69 	2.9 	97.1
chr1.935572 	chr1 	935572 	R 	101 	0.99 	99.01
chr1.935676 	chr1 	935676 	R 	45 	4.44 	95.56
chr1.935425 	chr1 	935425 	R 	66 	19.7 	80.3
chr1.935436 	chr1 	935436 	R 	65 	21.54 	78.46
chr1.935631 	chr1 	935631 	F 	69 	1.45 	98.55
chr1.935392 	chr1 	935392 	F 	64 	12.5 	87.5
chr1.935464 	chr1 	935464 	R 	66 	43.94 	56.06
chr1.935664 	chr1 	935664 	R 	44 	2.27 	97.73
chr1.935540 	chr1 	935540 	F 	13 	0 	100
chr1.935432 	chr1 	935432 	R 	66 	7.58 	92.42
chr1.935697 	chr1 	935697 	R 	44 	40.91 	59.09
chr1.935514 	chr1 	935514 	F 	10 	20 	80
chr1.935479 	chr1 	935479 	F 	10 	20 	80
chr1.935389 	chr1 	935389 	F 	65 	3.08 	96.92
chr1.935579 	chr1 	935579 	R 	100 	5 	95
chr1.935475 	chr1 	935475 	F 	10 	0 	100
chr1.935666 	chr1 	935666 	R 	44 	0 	100
chr1.935427 	chr1 	935427 	F 	64 	3.12 	96.88
chr1.935622 	chr1 	935622 	F 	69 	2.9 	97.1
chr1.935558 	chr1 	935558 	F 	13 	0 	100
chr1.935444 	chr1 	935444 	R 	66 	28.79 	71.21
chr1.935397 	chr1 	935397 	F 	65 	12.31 	87.69
chr1.935665 	chr1 	935665 	F 	69 	0 	100
chr1.935520 	chr1 	935520 	R 	33 	30.3 	69.7
chr1.935663 	chr1 	935663 	F 	69 	2.9 	97.1
chr1.935571 	chr1 	935571 	F 	13 	7.69 	92.31
chr1.935619 	chr1 	935619 	R 	101 	42.57 	57.43
chr1.935574 	chr1 	935574 	F 	13 	0 	100
chr1.935421 	chr1 	935421 	R 	66 	1.52 	98.48
chr1.935659 	chr1 	935659 	F 	68 	1.47 	98.53
chr1.935491 	chr1 	935491 	F 	10 	0 	100
chr1.935633 	chr1 	935633 	F 	69 	1.45 	98.55
chr1.935434 	chr1 	935434 	R 	66 	9.09 	90.91
chr1.935592 	chr1 	935592 	R 	101 	3.96 	96.04
chr1.935682 	chr1 	935682 	R 	45 	4.44 	95.56
chr1.935515 	chr1 	935515 	R 	33 	12.12 	87.88
chr1.935660 	chr1 	935660 	R 	44 	0 	100
chr1.935613 	chr1 	935613 	R 	101 	2.97 	97.03
chr1.935580 	chr1 	935580 	F 	12 	0 	100
chr1.935596 	chr1 	935596 	R 	101 	5.94 	94.06
chr1.935416 	chr1 	935416 	F 	65 	7.69 	92.31
chr1.935511 	chr1 	935511 	F 	10 	10 	90
chr1.935457 	chr1 	935457 	R 	66 	4.55 	95.45
chr1.935534 	chr1 	935534 	F 	13 	23.08 	76.92
chr1.935463 	chr1 	935463 	F 	10 	30 	70
chr1.936234 	chr1 	936234 	R 	19 	15.79 	84.21
chr1.935873 	chr1 	935873 	F 	51 	1.96 	98.04
chr1.935906 	chr1 	935906 	R 	29 	17.24 	82.76
chr1.936066 	chr1 	936066 	R 	12 	8.33 	91.67
chr1.936318 	chr1 	936318 	F 	25 	36 	64
chr1.936139 	chr1 	936139 	R 	19 	0 	100
chr1.935826 	chr1 	935826 	F 	51 	47.06 	52.94
chr1.935874 	chr1 	935874 	R 	30 	3.33 	96.67
chr1.936054 	chr1 	936054 	R 	12 	0 	100
chr1.935862 	chr1 	935862 	R 	30 	0 	100
chr1.936148 	chr1 	936148 	R 	19 	21.05 	78.95
chr1.936053 	chr1 	936053 	F 	30 	6.67 	93.33
chr1.936240 	chr1 	936240 	F 	12 	0 	100
chr1.936167 	chr1 	936167 	R 	19 	0 	100
chr1.936258 	chr1 	936258 	R 	19 	0 	100
chr1.936092 	chr1 	936092 	R 	12 	8.33 	91.67
chr1.935897 	chr1 	935897 	R 	30 	6.67 	93.33
chr1.936247 	chr1 	936247 	R 	19 	5.26 	94.74
chr1.936163 	chr1 	936163 	R 	19 	0 	100
chr1.936205 	chr1 	936205 	F 	12 	41.67 	58.33
chr1.936313 	chr1 	936313 	F 	25 	0 	100
chr1.936030 	chr1 	936030 	F 	30 	53.33 	46.67
chr1.935865 	chr1 	935865 	F 	51 	0 	100
chr1.936246 	chr1 	936246 	F 	12 	16.67 	83.33
chr1.936177 	chr1 	936177 	R 	19 	5.26 	94.74
chr1.936241 	chr1 	936241 	R 	19 	5.26 	94.74
chr1.936243 	chr1 	936243 	R 	19 	10.53 	89.47
chr1.936155 	chr1 	936155 	R 	19 	47.37 	52.63
chr1.936272 	chr1 	936272 	R 	19 	52.63 	47.37
chr1.936065 	chr1 	936065 	F 	30 	0 	100
chr1.936271 	chr1 	936271 	F 	25 	32 	68
chr1.936190 	chr1 	936190 	R 	19 	26.32 	73.68
chr1.936101 	chr1 	936101 	R 	12 	16.67 	83.33
chr1.935861 	chr1 	935861 	F 	51 	3.92 	96.08
chr1.936242 	chr1 	936242 	F 	12 	0 	100
chr1.935863 	chr1 	935863 	F 	51 	3.92 	96.08
chr1.936235 	chr1 	936235 	F 	12 	8.33 	91.67
chr1.936229 	chr1 	936229 	F 	12 	25 	75
chr1.935864 	chr1 	935864 	R 	30 	0 	100
chr1.936233 	chr1 	936233 	F 	12 	0 	100
chr1.935866 	chr1 	935866 	R 	30 	3.33 	96.67
chr1.935843 	chr1 	935843 	F 	51 	7.84 	92.16
chr1.936152 	chr1 	936152 	R 	19 	31.58 	68.42
chr1.936282 	chr1 	936282 	F 	25 	8 	92
chr1.936217 	chr1 	936217 	F 	12 	8.33 	91.67
chr1.936276 	chr1 	936276 	F 	25 	0 	100
chr1.936301 	chr1 	936301 	F 	25 	0 	100
chr1.936230 	chr1 	936230 	R 	19 	36.84 	63.16
chr1.936236 	chr1 	936236 	R 	19 	21.05 	78.95
chr1.937090 	chr1 	937090 	R 	42 	40.48 	59.52
chr1.937403 	chr1 	937403 	F 	60 	1.67 	98.33
chr1.937009 	chr1 	937009 	R 	60 	10 	90
chr1.937222 	chr1 	937222 	R 	56 	0 	100
chr1.937159 	chr1 	937159 	F 	91 	31.87 	68.13
chr1.936610 	chr1 	936610 	F 	72 	27.78 	72.22
chr1.937126 	chr1 	937126 	F 	90 	2.22 	97.78
chr1.937087 	chr1 	937087 	R 	41 	4.88 	95.12
chr1.936925 	chr1 	936925 	R 	31 	29.03 	70.97
chr1.937135 	chr1 	937135 	F 	89 	0 	100
chr1.937072 	chr1 	937072 	F 	18 	5.56 	94.44
chr1.937378 	chr1 	937378 	F 	59 	1.69 	98.31
chr1.936924 	chr1 	936924 	F 	34 	17.65 	82.35
chr1.937144 	chr1 	937144 	F 	91 	4.4 	95.6
chr1.937203 	chr1 	937203 	R 	56 	3.57 	96.43
chr1.937016 	chr1 	937016 	R 	60 	0 	100
chr1.937161 	chr1 	937161 	F 	89 	12.36 	87.64
chr1.937380 	chr1 	937380 	F 	61 	0 	100
chr1.937237 	chr1 	937237 	R 	56 	39.29 	60.71
chr1.937104 	chr1 	937104 	R 	42 	0 	100
chr1.936951 	chr1 	936951 	F 	34 	44.12 	55.88
chr1.936654 	chr1 	936654 	F 	71 	2.82 	97.18
chr1.937208 	chr1 	937208 	R 	56 	0 	100
chr1.937040 	chr1 	937040 	R 	60 	20 	80
chr1.937073 	chr1 	937073 	R 	41 	0 	100
chr1.937147 	chr1 	937147 	F 	91 	3.3 	96.7
chr1.937049 	chr1 	937049 	R 	60 	30 	70
chr1.937188 	chr1 	937188 	R 	56 	0 	100
chr1.936898 	chr1 	936898 	R 	31 	6.45 	93.55
chr1.937409 	chr1 	937409 	F 	59 	3.39 	96.61
chr1.937186 	chr1 	937186 	R 	56 	7.14 	92.86
chr1.937116 	chr1 	937116 	R 	42 	4.76 	95.24
chr1.937397 	chr1 	937397 	F 	61 	0 	100
chr1.937384 	chr1 	937384 	F 	61 	0 	100
chr1.937037 	chr1 	937037 	R 	60 	1.67 	98.33
chr1.937122 	chr1 	937122 	R 	42 	28.57 	71.43
chr1.937410 	chr1 	937410 	R 	55 	1.82 	98.18
chr1.937035 	chr1 	937035 	R 	59 	23.73 	76.27
chr1.937058 	chr1 	937058 	F 	18 	5.56 	94.44
chr1.936696 	chr1 	936696 	R 	18 	0 	100
chr1.937106 	chr1 	937106 	R 	42 	0 	100
chr1.937171 	chr1 	937171 	F 	91 	37.36 	62.64
chr1.937168 	chr1 	937168 	F 	91 	25.27 	74.73
chr1.936970 	chr1 	936970 	F 	31 	3.23 	96.77
chr1.937368 	chr1 	937368 	F 	61 	1.64 	98.36
chr1.936698 	chr1 	936698 	F 	66 	48.48 	51.52
chr1.937086 	chr1 	937086 	F 	18 	5.56 	94.44
chr1.936643 	chr1 	936643 	F 	72 	8.33 	91.67
chr1.937444 	chr1 	937444 	R 	56 	39.29 	60.71
chr1.937364 	chr1 	937364 	F 	61 	36.07 	63.93
chr1.937406 	chr1 	937406 	F 	60 	0 	100
chr1.937018 	chr1 	937018 	R 	60 	3.33 	96.67
chr1.936699 	chr1 	936699 	R 	18 	38.89 	61.11
chr1.936859 	chr1 	936859 	F 	50 	12 	88
chr1.937089 	chr1 	937089 	F 	18 	27.78 	72.22
chr1.937026 	chr1 	937026 	R 	58 	3.45 	96.55
chr1.936720 	chr1 	936720 	F 	66 	0 	100
chr1.937121 	chr1 	937121 	F 	90 	8.89 	91.11
chr1.937404 	chr1 	937404 	R 	55 	0 	100
chr1.937048 	chr1 	937048 	F 	18 	44.44 	55.56
chr1.936847 	chr1 	936847 	F 	50 	4 	96
chr1.936655 	chr1 	936655 	R 	18 	5.56 	94.44
chr1.937398 	chr1 	937398 	R 	52 	0 	100
chr1.937056 	chr1 	937056 	F 	18 	5.56 	94.44
chr1.937407 	chr1 	937407 	R 	55 	0 	100
chr1.936833 	chr1 	936833 	F 	50 	42 	58
chr1.937199 	chr1 	937199 	R 	56 	0 	100
chr1.937220 	chr1 	937220 	R 	56 	0 	100
chr1.936915 	chr1 	936915 	R 	31 	3.23 	96.77
chr1.939363 	chr1 	939363 	F 	57 	100 	0
chr1.940202 	chr1 	940202 	R 	79 	0 	100
chr1.940250 	chr1 	940250 	R 	79 	35.44 	64.56
chr1.940765 	chr1 	940765 	R 	19 	36.84 	63.16
chr1.941272 	chr1 	941272 	F 	48 	83.33 	16.67
chr1.941297 	chr1 	941297 	R 	36 	36.11 	63.89
chr1.941285 	chr1 	941285 	R 	36 	80.56 	19.44
chr1.941256 	chr1 	941256 	F 	50 	100 	0
chr1.941334 	chr1 	941334 	R 	36 	97.22 	2.78
chr1.941284 	chr1 	941284 	F 	50 	94 	6
chr1.941296 	chr1 	941296 	F 	50 	76 	24
chr1.941316 	chr1 	941316 	R 	36 	86.11 	13.89
chr1.941310 	chr1 	941310 	R 	36 	100 	0
chr1.941294 	chr1 	941294 	F 	50 	100 	0
chr1.941295 	chr1 	941295 	R 	36 	100 	0
chr1.941747 	chr1 	941747 	F 	39 	69.23 	30.77
chr1.941770 	chr1 	941770 	F 	39 	94.87 	5.13
chr1.941960 	chr1 	941960 	R 	11 	100 	0
chr1.941928 	chr1 	941928 	R 	11 	100 	0
chr1.941954 	chr1 	941954 	R 	11 	0 	100
chr1.944246 	chr1 	944246 	F 	27 	96.3 	3.7
chr1.944232 	chr1 	944232 	F 	27 	88.89 	11.11
chr1.944269 	chr1 	944269 	R 	38 	97.37 	2.63
chr1.944277 	chr1 	944277 	R 	38 	100 	0
chr1.944200 	chr1 	944200 	F 	27 	66.67 	33.33
chr1.944294 	chr1 	944294 	R 	38 	97.37 	2.63
chr1.944301 	chr1 	944301 	R 	38 	94.74 	5.26
chr1.944203 	chr1 	944203 	F 	27 	7.41 	92.59
chr1.948725 	chr1 	948725 	F 	18 	0 	100
chr1.948682 	chr1 	948682 	F 	18 	22.22 	77.78
chr1.948717 	chr1 	948717 	F 	18 	0 	100
chr1.948691 	chr1 	948691 	F 	18 	5.56 	94.44
chr1.950741 	chr1 	950741 	F 	20 	100 	0
chr1.950972 	chr1 	950972 	R 	71 	60.56 	39.44
chr1.950711 	chr1 	950711 	F 	20 	100 	0
chr1.950727 	chr1 	950727 	F 	20 	90 	10
chr1.950788 	chr1 	950788 	R 	13 	100 	0
chr1.950761 	chr1 	950761 	F 	20 	100 	0
chr1.950734 	chr1 	950734 	F 	20 	100 	0
chr1.950835 	chr1 	950835 	F 	71 	77.46 	22.54
chr1.950929 	chr1 	950929 	R 	71 	53.52 	46.48
chr1.950755 	chr1 	950755 	F 	20 	95 	5
chr1.953868 	chr1 	953868 	F 	54 	98.15 	1.85
chr1.953956 	chr1 	953956 	F 	20 	100 	0
chr1.953989 	chr1 	953989 	F 	22 	100 	0
chr1.954007 	chr1 	954007 	F 	22 	77.27 	22.73
chr1.953839 	chr1 	953839 	F 	53 	100 	0
chr1.953860 	chr1 	953860 	F 	54 	100 	0
chr1.954054 	chr1 	954054 	R 	22 	100 	0
chr1.954008 	chr1 	954008 	R 	22 	77.27 	22.73
chr1.953970 	chr1 	953970 	F 	22 	100 	0
chr1.954046 	chr1 	954046 	R 	22 	90.91 	9.09
chr1.954016 	chr1 	954016 	R 	22 	90.91 	9.09
chr1.953974 	chr1 	953974 	F 	22 	95.45 	4.55
chr1.953877 	chr1 	953877 	F 	54 	98.15 	1.85
chr1.954042 	chr1 	954042 	R 	22 	63.64 	36.36
chr1.954044 	chr1 	954044 	R 	22 	90.91 	9.09
chr1.954033 	chr1 	954033 	R 	22 	100 	0
chr1.953961 	chr1 	953961 	F 	22 	100 	0
chr1.954492 	chr1 	954492 	F 	13 	46.15 	53.85
chr1.954770 	chr1 	954770 	R 	49 	4.08 	95.92
chr1.954808 	chr1 	954808 	F 	52 	0 	100
chr1.954774 	chr1 	954774 	R 	49 	32.65 	67.35
chr1.954773 	chr1 	954773 	F 	52 	40.38 	59.62
chr1.954820 	chr1 	954820 	F 	52 	0 	100
chr1.954818 	chr1 	954818 	F 	51 	0 	100
chr1.954806 	chr1 	954806 	F 	52 	0 	100
chr1.954794 	chr1 	954794 	F 	52 	0 	100
chr1.954799 	chr1 	954799 	F 	52 	0 	100
chr1.955155 	chr1 	955155 	F 	17 	23.53 	76.47
chr1.955185 	chr1 	955185 	F 	17 	0 	100
chr1.955168 	chr1 	955168 	F 	17 	0 	100
chr1.955220 	chr1 	955220 	R 	27 	0 	100
chr1.955148 	chr1 	955148 	R 	19 	0 	100
chr1.955165 	chr1 	955165 	F 	17 	0 	100
chr1.955112 	chr1 	955112 	R 	19 	0 	100
chr1.955186 	chr1 	955186 	R 	27 	0 	100
