chrBase 	chr 	base 	strand 	coverage 	freqC 	freqT
chr1.913621 	chr1 	913621 	F 	11 	100 	0
chr1.913753 	chr1 	913753 	R 	20 	90 	10
chr1.913615 	chr1 	913615 	R 	17 	100 	0
chr1.913600 	chr1 	913600 	R 	17 	88.24 	11.76
chr1.913519 	chr1 	913519 	F 	10 	90 	10
chr1.913548 	chr1 	913548 	F 	10 	90 	10
chr1.913707 	chr1 	913707 	R 	20 	100 	0
chr1.913614 	chr1 	913614 	F 	11 	100 	0
chr1.913512 	chr1 	913512 	F 	10 	90 	10
chr1.913729 	chr1 	913729 	R 	20 	95 	5
chr1.914174 	chr1 	914174 	F 	27 	96.3 	3.7
chr1.914958 	chr1 	914958 	R 	30 	93.33 	6.67
chr1.914544 	chr1 	914544 	R 	21 	71.43 	28.57
chr1.914509 	chr1 	914509 	R 	20 	100 	0
chr1.914393 	chr1 	914393 	F 	40 	95 	5
chr1.914334 	chr1 	914334 	R 	21 	0 	100
chr1.914633 	chr1 	914633 	F 	16 	100 	0
chr1.914590 	chr1 	914590 	R 	15 	100 	0
chr1.914341 	chr1 	914341 	R 	21 	90.48 	9.52
chr1.914166 	chr1 	914166 	R 	12 	75 	25
chr1.914298 	chr1 	914298 	R 	21 	80.95 	19.05
chr1.914765 	chr1 	914765 	R 	13 	61.54 	38.46
chr1.914543 	chr1 	914543 	F 	24 	62.5 	37.5
chr1.914604 	chr1 	914604 	F 	16 	93.75 	6.25
chr1.914572 	chr1 	914572 	R 	21 	100 	0
chr1.914795 	chr1 	914795 	F 	10 	100 	0
chr1.914382 	chr1 	914382 	F 	40 	92.5 	7.5
chr1.914373 	chr1 	914373 	F 	35 	100 	0
chr1.914526 	chr1 	914526 	F 	24 	87.5 	12.5
chr1.914839 	chr1 	914839 	F 	12 	100 	0
chr1.914600 	chr1 	914600 	F 	16 	100 	0
chr1.914344 	chr1 	914344 	F 	35 	97.14 	2.86
chr1.914711 	chr1 	914711 	F 	16 	100 	0
chr1.914326 	chr1 	914326 	R 	21 	71.43 	28.57
chr1.914728 	chr1 	914728 	F 	16 	81.25 	18.75
chr1.914521 	chr1 	914521 	F 	24 	95.83 	4.17
chr1.914937 	chr1 	914937 	R 	30 	100 	0
chr1.914706 	chr1 	914706 	F 	16 	87.5 	12.5
chr1.914562 	chr1 	914562 	R 	21 	90.48 	9.52
chr1.914804 	chr1 	914804 	F 	11 	90.91 	9.09
chr1.914668 	chr1 	914668 	R 	30 	100 	0
chr1.914503 	chr1 	914503 	R 	20 	95 	5
chr1.914345 	chr1 	914345 	R 	21 	95.24 	4.76
chr1.914658 	chr1 	914658 	R 	30 	93.33 	6.67
chr1.914072 	chr1 	914072 	F 	18 	100 	0
chr1.914183 	chr1 	914183 	F 	27 	96.3 	3.7
chr1.914750 	chr1 	914750 	R 	13 	61.54 	38.46
chr1.914508 	chr1 	914508 	F 	24 	95.83 	4.17
chr1.914610 	chr1 	914610 	F 	16 	100 	0
chr1.914518 	chr1 	914518 	F 	24 	91.67 	8.33
chr1.914699 	chr1 	914699 	F 	16 	75 	25
chr1.914634 	chr1 	914634 	R 	30 	100 	0
chr1.914583 	chr1 	914583 	R 	15 	100 	0
chr1.914693 	chr1 	914693 	F 	16 	25 	75
chr1.914479 	chr1 	914479 	R 	21 	95.24 	4.76
chr1.914624 	chr1 	914624 	F 	16 	100 	0
chr1.914729 	chr1 	914729 	R 	12 	83.33 	16.67
chr1.914165 	chr1 	914165 	F 	11 	100 	0
chr1.914090 	chr1 	914090 	F 	18 	94.44 	5.56
chr1.914589 	chr1 	914589 	F 	13 	100 	0
chr1.914497 	chr1 	914497 	R 	20 	90 	10
chr1.914625 	chr1 	914625 	R 	30 	96.67 	3.33
chr1.917492 	chr1 	917492 	F 	20 	5 	95
chr1.917460 	chr1 	917460 	F 	20 	5 	95
chr1.917469 	chr1 	917469 	F 	20 	5 	95
chr1.917456 	chr1 	917456 	F 	20 	15 	85
chr1.917482 	chr1 	917482 	F 	20 	20 	80
chr1.917453 	chr1 	917453 	F 	20 	30 	70
chr1.917683 	chr1 	917683 	F 	43 	34.88 	65.12
chr1.917662 	chr1 	917662 	R 	73 	31.51 	68.49
chr1.917643 	chr1 	917643 	R 	73 	9.59 	90.41
chr1.917734 	chr1 	917734 	F 	26 	46.15 	53.85
chr1.917661 	chr1 	917661 	F 	43 	20.93 	79.07
chr1.917773 	chr1 	917773 	R 	84 	52.38 	47.62
chr1.917726 	chr1 	917726 	F 	26 	23.08 	76.92
chr1.917715 	chr1 	917715 	F 	26 	26.92 	73.08
chr1.917820 	chr1 	917820 	R 	84 	45.24 	54.76
chr1.917656 	chr1 	917656 	R 	73 	4.11 	95.89
chr1.917695 	chr1 	917695 	F 	69 	40.58 	59.42
chr1.917688 	chr1 	917688 	F 	69 	88.41 	11.59
chr1.919002 	chr1 	919002 	F 	12 	50 	50
chr1.919141 	chr1 	919141 	F 	14 	100 	0
chr1.919145 	chr1 	919145 	F 	14 	64.29 	35.71
chr1.919132 	chr1 	919132 	F 	14 	92.86 	7.14
chr1.919094 	chr1 	919094 	F 	14 	50 	50
chr1.919642 	chr1 	919642 	F 	23 	0 	100
chr1.919617 	chr1 	919617 	F 	23 	43.48 	56.52
chr1.919635 	chr1 	919635 	F 	23 	8.7 	91.3
chr1.919653 	chr1 	919653 	F 	23 	0 	100
chr1.920408 	chr1 	920408 	R 	33 	87.88 	12.12
chr1.920421 	chr1 	920421 	R 	33 	100 	0
chr1.920415 	chr1 	920415 	R 	33 	87.88 	12.12
chr1.920420 	chr1 	920420 	F 	52 	98.08 	1.92
chr1.923191 	chr1 	923191 	R 	25 	80 	20
chr1.923201 	chr1 	923201 	R 	25 	100 	0
chr1.926244 	chr1 	926244 	R 	14 	50 	50
chr1.926251 	chr1 	926251 	R 	14 	92.86 	7.14
chr1.931047 	chr1 	931047 	F 	31 	54.84 	45.16
chr1.931151 	chr1 	931151 	R 	21 	57.14 	42.86
chr1.931053 	chr1 	931053 	F 	31 	87.1 	12.9
chr1.931090 	chr1 	931090 	F 	31 	58.06 	41.94
chr1.931057 	chr1 	931057 	F 	31 	41.94 	58.06
chr1.932548 	chr1 	932548 	R 	44 	54.55 	45.45
chr1.932562 	chr1 	932562 	R 	44 	61.36 	38.64
chr1.932533 	chr1 	932533 	R 	44 	4.55 	95.45
chr1.932584 	chr1 	932584 	F 	13 	61.54 	38.46
chr1.932378 	chr1 	932378 	R 	22 	0 	100
chr1.932600 	chr1 	932600 	F 	13 	46.15 	53.85
chr1.932314 	chr1 	932314 	F 	36 	0 	100
chr1.932338 	chr1 	932338 	R 	22 	27.27 	72.73
chr1.932387 	chr1 	932387 	R 	22 	45.45 	54.55
chr1.932416 	chr1 	932416 	F 	24 	25 	75
chr1.932561 	chr1 	932561 	F 	13 	61.54 	38.46
chr1.932337 	chr1 	932337 	F 	34 	23.53 	76.47
chr1.932306 	chr1 	932306 	F 	36 	16.67 	83.33
chr1.932386 	chr1 	932386 	F 	23 	47.83 	52.17
chr1.932936 	chr1 	932936 	R 	43 	23.26 	76.74
chr1.933682 	chr1 	933682 	F 	10 	10 	90
chr1.933641 	chr1 	933641 	R 	36 	2.78 	97.22
chr1.934239 	chr1 	934239 	F 	11 	0 	100
chr1.933691 	chr1 	933691 	F 	10 	0 	100
chr1.934216 	chr1 	934216 	R 	20 	0 	100
chr1.933556 	chr1 	933556 	F 	32 	9.38 	90.62
chr1.934240 	chr1 	934240 	R 	20 	5 	95
chr1.933877 	chr1 	933877 	R 	14 	0 	100
chr1.933697 	chr1 	933697 	F 	10 	0 	100
chr1.933906 	chr1 	933906 	R 	14 	28.57 	71.43
chr1.934198 	chr1 	934198 	R 	19 	0 	100
chr1.933913 	chr1 	933913 	R 	15 	20 	80
chr1.933656 	chr1 	933656 	R 	36 	41.67 	58.33
chr1.933672 	chr1 	933672 	F 	10 	10 	90
chr1.934282 	chr1 	934282 	F 	10 	0 	100
chr1.934259 	chr1 	934259 	R 	20 	0 	100
chr1.934206 	chr1 	934206 	R 	19 	21.05 	78.95
chr1.934159 	chr1 	934159 	R 	19 	0 	100
chr1.933880 	chr1 	933880 	R 	14 	7.14 	92.86
chr1.934267 	chr1 	934267 	R 	20 	10 	90
chr1.934181 	chr1 	934181 	R 	19 	0 	100
chr1.933899 	chr1 	933899 	R 	10 	0 	100
chr1.933584 	chr1 	933584 	F 	31 	19.35 	80.65
chr1.934269 	chr1 	934269 	F 	10 	0 	100
chr1.934219 	chr1 	934219 	R 	16 	0 	100
chr1.934215 	chr1 	934215 	F 	11 	0 	100
chr1.934187 	chr1 	934187 	R 	18 	0 	100
chr1.933685 	chr1 	933685 	F 	10 	0 	100
chr1.934084 	chr1 	934084 	F 	60 	3.33 	96.67
chr1.934168 	chr1 	934168 	R 	19 	0 	100
chr1.933795 	chr1 	933795 	F 	49 	48.98 	51.02
chr1.933589 	chr1 	933589 	F 	31 	0 	100
chr1.934274 	chr1 	934274 	F 	10 	0 	100
chr1.933804 	chr1 	933804 	F 	49 	10.2 	89.8
chr1.934036 	chr1 	934036 	F 	61 	14.75 	85.25
chr1.934266 	chr1 	934266 	F 	10 	40 	60
chr1.934242 	chr1 	934242 	R 	20 	0 	100
chr1.934082 	chr1 	934082 	F 	59 	1.69 	98.31
chr1.934055 	chr1 	934055 	F 	60 	0 	100
chr1.933768 	chr1 	933768 	F 	49 	2.04 	97.96
chr1.933757 	chr1 	933757 	F 	49 	63.27 	36.73
chr1.933571 	chr1 	933571 	F 	31 	9.68 	90.32
chr1.933863 	chr1 	933863 	R 	14 	0 	100
chr1.933553 	chr1 	933553 	F 	32 	34.38 	65.62
chr1.933578 	chr1 	933578 	F 	31 	6.45 	93.55
chr1.933700 	chr1 	933700 	F 	10 	0 	100
chr1.933600 	chr1 	933600 	F 	31 	16.13 	83.87
chr1.934205 	chr1 	934205 	F 	11 	36.36 	63.64
chr1.934061 	chr1 	934061 	F 	60 	8.33 	91.67
chr1.933655 	chr1 	933655 	F 	10 	70 	30
chr1.934211 	chr1 	934211 	F 	11 	0 	100
chr1.933908 	chr1 	933908 	R 	15 	6.67 	93.33
chr1.933761 	chr1 	933761 	F 	50 	6 	94
chr1.934068 	chr1 	934068 	F 	60 	0 	100
chr1.933595 	chr1 	933595 	F 	31 	9.68 	90.32
chr1.934218 	chr1 	934218 	F 	11 	0 	100
chr1.933776 	chr1 	933776 	F 	49 	12.24 	87.76
chr1.933890 	chr1 	933890 	R 	14 	7.14 	92.86
chr1.934241 	chr1 	934241 	F 	11 	0 	100
chr1.934810 	chr1 	934810 	F 	20 	0 	100
chr1.934555 	chr1 	934555 	F 	49 	0 	100
chr1.935064 	chr1 	935064 	F 	31 	0 	100
chr1.935123 	chr1 	935123 	R 	22 	0 	100
chr1.934801 	chr1 	934801 	F 	19 	0 	100
chr1.934586 	chr1 	934586 	R 	32 	3.12 	96.88
chr1.935043 	chr1 	935043 	F 	31 	48.39 	51.61
chr1.934470 	chr1 	934470 	R 	108 	27.78 	72.22
chr1.934452 	chr1 	934452 	R 	109 	0.92 	99.08
chr1.934663 	chr1 	934663 	R 	45 	0 	100
chr1.934562 	chr1 	934562 	F 	49 	0 	100
chr1.934789 	chr1 	934789 	F 	20 	0 	100
chr1.934575 	chr1 	934575 	R 	32 	3.12 	96.88
chr1.934613 	chr1 	934613 	R 	32 	3.12 	96.88
chr1.935058 	chr1 	935058 	F 	31 	0 	100
chr1.934823 	chr1 	934823 	R 	10 	0 	100
chr1.934558 	chr1 	934558 	F 	49 	0 	100
chr1.934584 	chr1 	934584 	R 	32 	3.12 	96.88
chr1.934768 	chr1 	934768 	F 	20 	55 	45
chr1.935140 	chr1 	935140 	R 	23 	4.35 	95.65
chr1.934599 	chr1 	934599 	R 	32 	0 	100
chr1.934875 	chr1 	934875 	F 	69 	2.9 	97.1
chr1.934644 	chr1 	934644 	F 	44 	0 	100
chr1.934535 	chr1 	934535 	F 	49 	0 	100
chr1.934892 	chr1 	934892 	F 	69 	1.45 	98.55
chr1.935131 	chr1 	935131 	R 	22 	0 	100
chr1.934847 	chr1 	934847 	R 	10 	60 	40
chr1.934864 	chr1 	934864 	F 	69 	1.45 	98.55
chr1.934637 	chr1 	934637 	F 	44 	38.64 	61.36
chr1.935002 	chr1 	935002 	R 	111 	0 	100
chr1.934444 	chr1 	934444 	R 	109 	0 	100
chr1.934792 	chr1 	934792 	F 	20 	0 	100
chr1.934808 	chr1 	934808 	F 	20 	0 	100
chr1.935050 	chr1 	935050 	F 	31 	0 	100
chr1.934699 	chr1 	934699 	R 	45 	0 	100
chr1.934889 	chr1 	934889 	F 	69 	1.45 	98.55
chr1.934816 	chr1 	934816 	F 	20 	5 	95
chr1.934520 	chr1 	934520 	F 	47 	38.3 	61.7
chr1.934532 	chr1 	934532 	F 	49 	0 	100
chr1.934886 	chr1 	934886 	F 	69 	1.45 	98.55
chr1.935157 	chr1 	935157 	R 	23 	43.48 	56.52
chr1.934703 	chr1 	934703 	R 	45 	0 	100
chr1.934529 	chr1 	934529 	F 	49 	0 	100
chr1.934817 	chr1 	934817 	R 	10 	10 	90
chr1.935086 	chr1 	935086 	F 	30 	0 	100
chr1.934773 	chr1 	934773 	F 	20 	0 	100
chr1.934641 	chr1 	934641 	F 	44 	9.09 	90.91
chr1.935143 	chr1 	935143 	R 	23 	0 	100
chr1.935044 	chr1 	935044 	R 	107 	25.23 	74.77
chr1.934853 	chr1 	934853 	F 	69 	14.49 	85.51
chr1.934693 	chr1 	934693 	R 	45 	0 	100
chr1.935032 	chr1 	935032 	R 	111 	0 	100
chr1.934537 	chr1 	934537 	F 	49 	0 	100
chr1.934579 	chr1 	934579 	R 	32 	0 	100
chr1.934896 	chr1 	934896 	F 	69 	1.45 	98.55
chr1.934802 	chr1 	934802 	R 	10 	0 	100
chr1.934809 	chr1 	934809 	R 	10 	0 	100
chr1.934841 	chr1 	934841 	R 	10 	0 	100
chr1.935133 	chr1 	935133 	R 	23 	0 	100
chr1.934662 	chr1 	934662 	F 	44 	0 	100
chr1.935012 	chr1 	935012 	R 	111 	0 	100
chr1.934799 	chr1 	934799 	R 	10 	0 	100
chr1.934898 	chr1 	934898 	F 	68 	2.94 	97.06
chr1.934595 	chr1 	934595 	R 	32 	3.12 	96.88
chr1.934798 	chr1 	934798 	F 	20 	5 	95
chr1.934771 	chr1 	934771 	F 	20 	5 	95
chr1.935137 	chr1 	935137 	R 	23 	4.35 	95.65
chr1.935114 	chr1 	935114 	R 	22 	0 	100
chr1.934862 	chr1 	934862 	F 	69 	1.45 	98.55
chr1.934811 	chr1 	934811 	R 	10 	0 	100
chr1.934710 	chr1 	934710 	R 	45 	20 	80
chr1.934706 	chr1 	934706 	R 	45 	0 	100
chr1.934623 	chr1 	934623 	R 	32 	28.12 	71.88
chr1.936234 	chr1 	936234 	R 	22 	9.09 	90.91
chr1.935873 	chr1 	935873 	F 	39 	0 	100
chr1.935618 	chr1 	935618 	F 	27 	37.04 	62.96
chr1.935424 	chr1 	935424 	F 	44 	6.82 	93.18
chr1.935624 	chr1 	935624 	F 	27 	0 	100
chr1.935906 	chr1 	935906 	R 	46 	21.74 	78.26
chr1.936318 	chr1 	936318 	F 	83 	8.43 	91.57
chr1.935581 	chr1 	935581 	R 	78 	0 	100
chr1.935404 	chr1 	935404 	F 	44 	0 	100
chr1.935651 	chr1 	935651 	R 	27 	0 	100
chr1.936139 	chr1 	936139 	R 	22 	77.27 	22.73
chr1.935826 	chr1 	935826 	F 	40 	40 	60
chr1.935387 	chr1 	935387 	F 	44 	9.09 	90.91
chr1.935862 	chr1 	935862 	R 	45 	0 	100
chr1.935518 	chr1 	935518 	R 	34 	0 	100
chr1.936154 	chr1 	936154 	F 	11 	45.45 	54.55
chr1.935439 	chr1 	935439 	R 	53 	0 	100
chr1.935408 	chr1 	935408 	F 	44 	0 	100
chr1.936240 	chr1 	936240 	F 	30 	0 	100
chr1.935608 	chr1 	935608 	R 	78 	0 	100
chr1.936167 	chr1 	936167 	R 	23 	0 	100
chr1.935477 	chr1 	935477 	F 	26 	0 	100
chr1.936258 	chr1 	936258 	R 	22 	0 	100
chr1.936092 	chr1 	936092 	R 	35 	14.29 	85.71
chr1.935572 	chr1 	935572 	R 	78 	0 	100
chr1.935425 	chr1 	935425 	R 	53 	1.89 	98.11
chr1.935392 	chr1 	935392 	F 	44 	0 	100
chr1.935464 	chr1 	935464 	R 	53 	26.42 	73.58
chr1.935664 	chr1 	935664 	R 	27 	3.7 	96.3
chr1.936205 	chr1 	936205 	F 	30 	53.33 	46.67
chr1.936313 	chr1 	936313 	F 	83 	3.61 	96.39
chr1.936118 	chr1 	936118 	F 	21 	42.86 	57.14
chr1.936030 	chr1 	936030 	F 	43 	51.16 	48.84
chr1.935432 	chr1 	935432 	R 	52 	0 	100
chr1.936246 	chr1 	936246 	F 	30 	0 	100
chr1.936177 	chr1 	936177 	R 	23 	4.35 	95.65
chr1.935514 	chr1 	935514 	F 	25 	0 	100
chr1.935479 	chr1 	935479 	F 	26 	0 	100
chr1.935389 	chr1 	935389 	F 	44 	0 	100
chr1.936241 	chr1 	936241 	R 	22 	9.09 	90.91
chr1.936155 	chr1 	936155 	R 	23 	39.13 	60.87
chr1.936272 	chr1 	936272 	R 	22 	27.27 	72.73
chr1.935579 	chr1 	935579 	R 	78 	2.56 	97.44
chr1.935475 	chr1 	935475 	F 	26 	0 	100
chr1.936271 	chr1 	936271 	F 	83 	33.73 	66.27
chr1.936190 	chr1 	936190 	R 	23 	26.09 	73.91
chr1.936151 	chr1 	936151 	F 	21 	23.81 	76.19
chr1.935427 	chr1 	935427 	F 	42 	0 	100
chr1.936130 	chr1 	936130 	F 	21 	9.52 	90.48
chr1.935933 	chr1 	935933 	R 	14 	0 	100
chr1.936147 	chr1 	936147 	F 	21 	52.38 	47.62
chr1.935863 	chr1 	935863 	F 	39 	0 	100
chr1.935622 	chr1 	935622 	F 	27 	0 	100
chr1.936235 	chr1 	936235 	F 	30 	0 	100
chr1.936229 	chr1 	936229 	F 	30 	0 	100
chr1.935558 	chr1 	935558 	F 	13 	0 	100
chr1.935444 	chr1 	935444 	R 	53 	3.77 	96.23
chr1.935397 	chr1 	935397 	F 	44 	0 	100
chr1.935665 	chr1 	935665 	F 	27 	0 	100
chr1.935520 	chr1 	935520 	R 	34 	0 	100
chr1.936138 	chr1 	936138 	F 	20 	70 	30
chr1.935843 	chr1 	935843 	F 	39 	0 	100
chr1.935619 	chr1 	935619 	R 	77 	25.97 	74.03
chr1.935491 	chr1 	935491 	F 	26 	0 	100
chr1.935633 	chr1 	935633 	F 	27 	0 	100
chr1.935434 	chr1 	935434 	R 	53 	0 	100
chr1.936276 	chr1 	936276 	F 	82 	0 	100
chr1.935660 	chr1 	935660 	R 	27 	0 	100
chr1.935596 	chr1 	935596 	R 	78 	0 	100
chr1.935511 	chr1 	935511 	F 	26 	0 	100
chr1.936230 	chr1 	936230 	R 	22 	4.55 	95.45
chr1.935534 	chr1 	935534 	F 	13 	23.08 	76.92
chr1.935512 	chr1 	935512 	R 	32 	3.12 	96.88
chr1.935535 	chr1 	935535 	R 	34 	50 	50
chr1.935578 	chr1 	935578 	F 	13 	7.69 	92.31
chr1.936066 	chr1 	936066 	R 	35 	14.29 	85.71
chr1.935417 	chr1 	935417 	R 	53 	0 	100
chr1.935575 	chr1 	935575 	R 	78 	0 	100
chr1.935973 	chr1 	935973 	R 	14 	35.71 	64.29
chr1.935420 	chr1 	935420 	F 	43 	0 	100
chr1.935637 	chr1 	935637 	F 	27 	0 	100
chr1.935874 	chr1 	935874 	R 	46 	0 	100
chr1.936054 	chr1 	936054 	R 	35 	14.29 	85.71
chr1.936148 	chr1 	936148 	R 	23 	65.22 	34.78
chr1.936053 	chr1 	936053 	F 	43 	6.98 	93.02
chr1.935481 	chr1 	935481 	F 	26 	0 	100
chr1.935428 	chr1 	935428 	R 	53 	0 	100
chr1.935378 	chr1 	935378 	F 	44 	29.55 	70.45
chr1.935650 	chr1 	935650 	F 	27 	0 	100
chr1.935897 	chr1 	935897 	R 	46 	0 	100
chr1.935676 	chr1 	935676 	R 	27 	0 	100
chr1.936247 	chr1 	936247 	R 	22 	0 	100
chr1.935436 	chr1 	935436 	R 	53 	1.89 	98.11
chr1.935631 	chr1 	935631 	F 	27 	0 	100
chr1.936163 	chr1 	936163 	R 	23 	4.35 	95.65
chr1.935958 	chr1 	935958 	R 	14 	14.29 	85.71
chr1.935540 	chr1 	935540 	F 	13 	0 	100
chr1.935865 	chr1 	935865 	F 	39 	0 	100
chr1.935697 	chr1 	935697 	R 	27 	29.63 	70.37
chr1.936243 	chr1 	936243 	R 	22 	4.55 	95.45
chr1.936065 	chr1 	936065 	F 	43 	0 	100
chr1.935666 	chr1 	935666 	R 	27 	0 	100
chr1.935962 	chr1 	935962 	R 	14 	0 	100
chr1.935861 	chr1 	935861 	F 	39 	0 	100
chr1.936101 	chr1 	936101 	R 	35 	8.57 	91.43
chr1.936123 	chr1 	936123 	F 	21 	9.52 	90.48
chr1.936242 	chr1 	936242 	F 	30 	6.67 	93.33
chr1.935864 	chr1 	935864 	R 	46 	0 	100
chr1.935571 	chr1 	935571 	F 	13 	0 	100
chr1.935663 	chr1 	935663 	F 	27 	0 	100
chr1.935866 	chr1 	935866 	R 	46 	0 	100
chr1.936233 	chr1 	936233 	F 	29 	0 	100
chr1.935421 	chr1 	935421 	R 	53 	0 	100
chr1.935574 	chr1 	935574 	F 	13 	0 	100
chr1.936152 	chr1 	936152 	R 	23 	21.74 	78.26
chr1.935659 	chr1 	935659 	F 	27 	0 	100
chr1.935592 	chr1 	935592 	R 	78 	1.28 	98.72
chr1.936282 	chr1 	936282 	F 	83 	2.41 	97.59
chr1.936217 	chr1 	936217 	F 	30 	3.33 	96.67
chr1.935682 	chr1 	935682 	R 	27 	0 	100
chr1.935515 	chr1 	935515 	R 	34 	0 	100
chr1.936166 	chr1 	936166 	F 	21 	14.29 	85.71
chr1.935939 	chr1 	935939 	R 	14 	0 	100
chr1.935613 	chr1 	935613 	R 	78 	0 	100
chr1.935580 	chr1 	935580 	F 	13 	0 	100
chr1.935416 	chr1 	935416 	F 	44 	0 	100
chr1.936301 	chr1 	936301 	F 	83 	1.2 	98.8
chr1.935457 	chr1 	935457 	R 	53 	0 	100
chr1.935926 	chr1 	935926 	R 	14 	0 	100
chr1.935463 	chr1 	935463 	F 	26 	19.23 	80.77
chr1.936236 	chr1 	936236 	R 	22 	9.09 	90.91
chr1.937009 	chr1 	937009 	R 	38 	44.74 	55.26
chr1.937222 	chr1 	937222 	R 	36 	5.56 	94.44
chr1.937159 	chr1 	937159 	F 	46 	8.7 	91.3
chr1.937087 	chr1 	937087 	R 	38 	2.63 	97.37
chr1.936925 	chr1 	936925 	R 	20 	45 	55
chr1.937072 	chr1 	937072 	F 	17 	5.88 	94.12
chr1.937203 	chr1 	937203 	R 	36 	0 	100
chr1.936515 	chr1 	936515 	F 	20 	15 	85
chr1.937161 	chr1 	937161 	F 	46 	8.7 	91.3
chr1.937237 	chr1 	937237 	R 	36 	25 	75
chr1.936951 	chr1 	936951 	F 	20 	5 	95
chr1.936518 	chr1 	936518 	F 	20 	0 	100
chr1.937208 	chr1 	937208 	R 	36 	2.78 	97.22
chr1.937073 	chr1 	937073 	R 	36 	0 	100
chr1.936526 	chr1 	936526 	F 	20 	0 	100
chr1.937049 	chr1 	937049 	R 	38 	44.74 	55.26
chr1.937188 	chr1 	937188 	R 	36 	0 	100
chr1.937186 	chr1 	937186 	R 	36 	5.56 	94.44
chr1.937116 	chr1 	937116 	R 	38 	0 	100
chr1.937384 	chr1 	937384 	F 	48 	0 	100
chr1.937037 	chr1 	937037 	R 	38 	5.26 	94.74
chr1.937122 	chr1 	937122 	R 	38 	13.16 	86.84
chr1.937410 	chr1 	937410 	R 	57 	0 	100
chr1.937035 	chr1 	937035 	R 	38 	26.32 	73.68
chr1.937058 	chr1 	937058 	F 	17 	0 	100
chr1.936533 	chr1 	936533 	R 	32 	3.12 	96.88
chr1.937171 	chr1 	937171 	F 	46 	8.7 	91.3
chr1.937368 	chr1 	937368 	F 	49 	0 	100
chr1.936698 	chr1 	936698 	F 	21 	47.62 	52.38
chr1.936643 	chr1 	936643 	F 	53 	0 	100
chr1.937018 	chr1 	937018 	R 	38 	7.89 	92.11
chr1.936699 	chr1 	936699 	R 	22 	36.36 	63.64
chr1.936859 	chr1 	936859 	F 	60 	21.67 	78.33
chr1.936540 	chr1 	936540 	R 	32 	0 	100
chr1.937089 	chr1 	937089 	F 	17 	0 	100
chr1.937026 	chr1 	937026 	R 	38 	10.53 	89.47
chr1.936720 	chr1 	936720 	F 	21 	0 	100
chr1.937121 	chr1 	937121 	F 	45 	24.44 	75.56
chr1.936529 	chr1 	936529 	R 	32 	3.12 	96.88
chr1.936847 	chr1 	936847 	F 	60 	8.33 	91.67
chr1.937398 	chr1 	937398 	R 	58 	0 	100
chr1.936833 	chr1 	936833 	F 	60 	45 	55
chr1.937199 	chr1 	937199 	R 	36 	0 	100
chr1.936915 	chr1 	936915 	R 	20 	0 	100
chr1.937090 	chr1 	937090 	R 	38 	2.63 	97.37
chr1.937403 	chr1 	937403 	F 	49 	0 	100
chr1.936610 	chr1 	936610 	F 	53 	35.85 	64.15
chr1.937126 	chr1 	937126 	F 	46 	2.17 	97.83
chr1.936532 	chr1 	936532 	F 	20 	0 	100
chr1.937135 	chr1 	937135 	F 	46 	0 	100
chr1.937378 	chr1 	937378 	F 	49 	0 	100
chr1.936924 	chr1 	936924 	F 	20 	35 	65
chr1.936539 	chr1 	936539 	F 	20 	10 	90
chr1.937144 	chr1 	937144 	F 	46 	6.52 	93.48
chr1.937016 	chr1 	937016 	R 	38 	5.26 	94.74
chr1.937380 	chr1 	937380 	F 	49 	0 	100
chr1.937104 	chr1 	937104 	R 	38 	0 	100
chr1.936654 	chr1 	936654 	F 	53 	3.77 	96.23
chr1.937040 	chr1 	937040 	R 	38 	23.68 	76.32
chr1.936528 	chr1 	936528 	F 	20 	0 	100
chr1.937147 	chr1 	937147 	F 	46 	0 	100
chr1.936898 	chr1 	936898 	R 	20 	0 	100
chr1.937409 	chr1 	937409 	F 	49 	0 	100
chr1.937397 	chr1 	937397 	F 	49 	0 	100
chr1.936696 	chr1 	936696 	R 	22 	0 	100
chr1.937106 	chr1 	937106 	R 	38 	0 	100
chr1.937168 	chr1 	937168 	F 	46 	2.17 	97.83
chr1.936970 	chr1 	936970 	F 	20 	0 	100
chr1.936580 	chr1 	936580 	R 	32 	31.25 	68.75
chr1.937086 	chr1 	937086 	F 	17 	0 	100
chr1.937444 	chr1 	937444 	R 	57 	36.84 	63.16
chr1.937364 	chr1 	937364 	F 	49 	40.82 	59.18
chr1.937406 	chr1 	937406 	F 	49 	0 	100
chr1.937404 	chr1 	937404 	R 	58 	0 	100
chr1.937048 	chr1 	937048 	F 	16 	31.25 	68.75
chr1.936655 	chr1 	936655 	R 	22 	31.82 	68.18
chr1.937056 	chr1 	937056 	F 	17 	5.88 	94.12
chr1.937407 	chr1 	937407 	R 	58 	0 	100
chr1.937220 	chr1 	937220 	R 	35 	8.57 	91.43
chr1.939363 	chr1 	939363 	F 	27 	100 	0
chr1.940202 	chr1 	940202 	R 	168 	0 	100
chr1.940250 	chr1 	940250 	R 	167 	38.32 	61.68
chr1.940765 	chr1 	940765 	R 	33 	57.58 	42.42
chr1.941272 	chr1 	941272 	F 	26 	84.62 	15.38
chr1.941297 	chr1 	941297 	R 	26 	88.46 	11.54
chr1.941256 	chr1 	941256 	F 	26 	96.15 	3.85
chr1.941296 	chr1 	941296 	F 	26 	96.15 	3.85
chr1.941316 	chr1 	941316 	R 	26 	92.31 	7.69
