chrBase 	chr 	base 	strand 	coverage 	freqC 	freqT
chr1.896631 	chr1 	896631 	F 	26 	3.85 	96.15
chr1.896691 	chr1 	896691 	R 	43 	0 	100
chr1.896613 	chr1 	896613 	R 	42 	2.38 	97.62
chr1.896676 	chr1 	896676 	F 	34 	0 	100
chr1.896677 	chr1 	896677 	R 	43 	0 	100
chr1.896662 	chr1 	896662 	R 	33 	9.09 	90.91
chr1.896601 	chr1 	896601 	R 	38 	94.74 	5.26
chr1.896693 	chr1 	896693 	R 	43 	0 	100
chr1.896690 	chr1 	896690 	F 	34 	0 	100
chr1.896661 	chr1 	896661 	F 	33 	0 	100
chr1.896600 	chr1 	896600 	F 	34 	29.41 	70.59
chr1.896628 	chr1 	896628 	R 	39 	10.26 	89.74
chr1.896692 	chr1 	896692 	F 	34 	2.94 	97.06
chr1.897284 	chr1 	897284 	R 	34 	94.12 	5.88
chr1.897249 	chr1 	897249 	R 	34 	94.12 	5.88
chr1.897254 	chr1 	897254 	R 	33 	100 	0
chr1.897221 	chr1 	897221 	R 	32 	100 	0
chr1.897309 	chr1 	897309 	R 	34 	100 	0
chr1.897245 	chr1 	897245 	R 	34 	100 	0
chr1.898631 	chr1 	898631 	F 	20 	100 	0
chr1.898763 	chr1 	898763 	R 	34 	100 	0
chr1.898557 	chr1 	898557 	R 	20 	90 	10
chr1.898582 	chr1 	898582 	R 	20 	100 	0
chr1.898538 	chr1 	898538 	R 	19 	100 	0
chr1.898774 	chr1 	898774 	R 	34 	97.06 	2.94
chr1.898549 	chr1 	898549 	R 	20 	100 	0
chr1.898712 	chr1 	898712 	R 	33 	100 	0
chr1.898491 	chr1 	898491 	R 	19 	94.74 	5.26
chr1.898659 	chr1 	898659 	F 	20 	100 	0
chr1.898515 	chr1 	898515 	R 	18 	94.44 	5.56
chr1.898533 	chr1 	898533 	R 	20 	100 	0
chr1.898540 	chr1 	898540 	R 	20 	100 	0
chr1.898670 	chr1 	898670 	F 	19 	100 	0
chr1.898783 	chr1 	898783 	R 	34 	100 	0
chr1.898276 	chr1 	898276 	R 	13 	100 	0
chr1.898494 	chr1 	898494 	R 	19 	89.47 	10.53
chr1.898711 	chr1 	898711 	F 	19 	89.47 	10.53
chr1.898374 	chr1 	898374 	R 	14 	100 	0
chr1.898373 	chr1 	898373 	F 	10 	100 	0
chr1.898577 	chr1 	898577 	R 	20 	90 	10
chr1.898745 	chr1 	898745 	R 	33 	100 	0
chr1.898314 	chr1 	898314 	R 	14 	92.86 	7.14
chr1.898579 	chr1 	898579 	R 	20 	100 	0
chr1.898614 	chr1 	898614 	F 	20 	100 	0
chr1.898676 	chr1 	898676 	F 	20 	95 	5
chr1.898545 	chr1 	898545 	R 	20 	95 	5
chr1.898310 	chr1 	898310 	R 	12 	100 	0
chr1.898757 	chr1 	898757 	R 	32 	100 	0
chr1.899384 	chr1 	899384 	R 	36 	100 	0
chr1.899383 	chr1 	899383 	F 	39 	97.44 	2.56
chr1.899358 	chr1 	899358 	F 	38 	100 	0
chr1.899364 	chr1 	899364 	F 	39 	97.44 	2.56
chr1.899466 	chr1 	899466 	R 	39 	89.74 	10.26
chr1.899482 	chr1 	899482 	R 	41 	100 	0
chr1.899434 	chr1 	899434 	F 	37 	86.49 	13.51
chr1.899373 	chr1 	899373 	F 	38 	100 	0
chr1.899435 	chr1 	899435 	R 	39 	97.44 	2.56
chr1.902277 	chr1 	902277 	R 	23 	8.7 	91.3
chr1.902047 	chr1 	902047 	F 	17 	100 	0
chr1.901893 	chr1 	901893 	R 	36 	5.56 	94.44
chr1.902200 	chr1 	902200 	F 	26 	0 	100
chr1.902194 	chr1 	902194 	F 	26 	0 	100
chr1.901901 	chr1 	901901 	F 	34 	2.94 	97.06
chr1.902195 	chr1 	902195 	R 	27 	7.41 	92.59
chr1.901856 	chr1 	901856 	R 	33 	18.18 	81.82
chr1.902182 	chr1 	902182 	F 	26 	0 	100
chr1.902192 	chr1 	902192 	R 	27 	7.41 	92.59
chr1.901955 	chr1 	901955 	R 	36 	63.89 	36.11
chr1.902253 	chr1 	902253 	F 	26 	0 	100
chr1.902350 	chr1 	902350 	F 	28 	0 	100
chr1.902283 	chr1 	902283 	R 	27 	55.56 	44.44
chr1.901902 	chr1 	901902 	R 	36 	5.56 	94.44
chr1.901685 	chr1 	901685 	F 	17 	23.53 	76.47
chr1.901846 	chr1 	901846 	F 	38 	5.26 	94.74
chr1.902380 	chr1 	902380 	F 	29 	0 	100
chr1.902245 	chr1 	902245 	F 	26 	0 	100
chr1.902221 	chr1 	902221 	R 	27 	7.41 	92.59
chr1.901848 	chr1 	901848 	F 	38 	2.63 	97.37
chr1.901817 	chr1 	901817 	R 	27 	37.04 	62.96
chr1.902397 	chr1 	902397 	F 	29 	0 	100
chr1.902362 	chr1 	902362 	F 	29 	0 	100
chr1.902422 	chr1 	902422 	F 	29 	0 	100
chr1.902190 	chr1 	902190 	R 	27 	7.41 	92.59
chr1.902346 	chr1 	902346 	F 	29 	34.48 	65.52
chr1.901643 	chr1 	901643 	F 	17 	35.29 	64.71
chr1.902428 	chr1 	902428 	F 	21 	0 	100
chr1.902232 	chr1 	902232 	F 	26 	0 	100
chr1.901954 	chr1 	901954 	F 	23 	39.13 	60.87
chr1.902417 	chr1 	902417 	F 	16 	0 	100
chr1.902254 	chr1 	902254 	R 	26 	3.85 	96.15
chr1.902220 	chr1 	902220 	F 	22 	0 	100
chr1.902191 	chr1 	902191 	F 	26 	0 	100
chr1.901892 	chr1 	901892 	F 	36 	0 	100
chr1.902236 	chr1 	902236 	F 	26 	0 	100
chr1.902176 	chr1 	902176 	F 	26 	65.38 	34.62
chr1.902424 	chr1 	902424 	F 	26 	0 	100
chr1.902246 	chr1 	902246 	R 	26 	7.69 	92.31
chr1.902235 	chr1 	902235 	R 	27 	7.41 	92.59
chr1.901838 	chr1 	901838 	F 	38 	5.26 	94.74
chr1.902377 	chr1 	902377 	F 	29 	0 	100
chr1.902237 	chr1 	902237 	R 	27 	7.41 	92.59
chr1.902013 	chr1 	902013 	F 	10 	0 	100
chr1.901800 	chr1 	901800 	R 	29 	13.79 	86.21
chr1.902438 	chr1 	902438 	F 	28 	96.43 	3.57
chr1.902369 	chr1 	902369 	F 	21 	0 	100
chr1.901830 	chr1 	901830 	F 	38 	78.95 	21.05
chr1.901726 	chr1 	901726 	R 	25 	12 	88
chr1.902375 	chr1 	902375 	F 	29 	0 	100
chr1.901979 	chr1 	901979 	F 	22 	0 	100
chr1.902233 	chr1 	902233 	R 	27 	7.41 	92.59
chr1.901725 	chr1 	901725 	F 	17 	11.76 	88.24
chr1.902412 	chr1 	902412 	F 	24 	0 	100
chr1.902234 	chr1 	902234 	F 	26 	0 	100
chr1.902201 	chr1 	902201 	R 	27 	7.41 	92.59
chr1.901855 	chr1 	901855 	F 	21 	14.29 	85.71
chr1.901756 	chr1 	901756 	R 	28 	7.14 	92.86
chr1.902189 	chr1 	902189 	F 	26 	0 	100
chr1.902042 	chr1 	902042 	F 	21 	0 	100
chr1.902000 	chr1 	902000 	F 	15 	33.33 	66.67
chr1.906220 	chr1 	906220 	F 	22 	13.64 	86.36
chr1.906361 	chr1 	906361 	R 	28 	25 	75
chr1.906395 	chr1 	906395 	F 	25 	96 	4
chr1.906396 	chr1 	906396 	R 	28 	50 	50
chr1.906358 	chr1 	906358 	F 	28 	28.57 	71.43
chr1.906221 	chr1 	906221 	R 	16 	6.25 	93.75
chr1.906359 	chr1 	906359 	R 	26 	34.62 	65.38
chr1.906298 	chr1 	906298 	R 	40 	67.5 	32.5
chr1.906270 	chr1 	906270 	R 	17 	64.71 	35.29
chr1.906254 	chr1 	906254 	F 	20 	30 	70
chr1.906350 	chr1 	906350 	F 	28 	14.29 	85.71
chr1.906557 	chr1 	906557 	F 	22 	54.55 	45.45
chr1.906302 	chr1 	906302 	F 	28 	0 	100
chr1.906303 	chr1 	906303 	R 	25 	16 	84
chr1.906214 	chr1 	906214 	R 	15 	33.33 	66.67
chr1.906537 	chr1 	906537 	F 	22 	68.18 	31.82
chr1.906255 	chr1 	906255 	R 	18 	38.89 	61.11
chr1.906213 	chr1 	906213 	F 	22 	36.36 	63.64
chr1.906374 	chr1 	906374 	R 	28 	28.57 	71.43
chr1.906364 	chr1 	906364 	R 	25 	32 	68
chr1.906341 	chr1 	906341 	R 	26 	26.92 	73.08
chr1.906297 	chr1 	906297 	F 	28 	53.57 	46.43
chr1.906340 	chr1 	906340 	F 	28 	17.86 	82.14
chr1.906363 	chr1 	906363 	F 	26 	15.38 	84.62
chr1.906603 	chr1 	906603 	F 	22 	31.82 	68.18
chr1.906582 	chr1 	906582 	F 	22 	50 	50
chr1.906373 	chr1 	906373 	F 	27 	40.74 	59.26
chr1.906312 	chr1 	906312 	F 	28 	14.29 	85.71
chr1.906534 	chr1 	906534 	F 	22 	77.27 	22.73
chr1.906351 	chr1 	906351 	R 	25 	32 	68
chr1.906313 	chr1 	906313 	R 	25 	52 	48
chr1.906156 	chr1 	906156 	F 	22 	59.09 	40.91
chr1.906360 	chr1 	906360 	F 	27 	25.93 	74.07
chr1.907338 	chr1 	907338 	R 	18 	100 	0
chr1.907402 	chr1 	907402 	R 	18 	94.44 	5.56
chr1.907273 	chr1 	907273 	F 	26 	100 	0
chr1.907261 	chr1 	907261 	F 	24 	95.83 	4.17
chr1.907258 	chr1 	907258 	F 	26 	92.31 	7.69
chr1.907337 	chr1 	907337 	F 	23 	91.3 	8.7
chr1.907271 	chr1 	907271 	F 	25 	88 	12
chr1.907410 	chr1 	907410 	R 	18 	94.44 	5.56
chr1.907867 	chr1 	907867 	F 	10 	100 	0
chr1.907959 	chr1 	907959 	R 	20 	95 	5
chr1.908005 	chr1 	908005 	R 	20 	100 	0
chr1.907883 	chr1 	907883 	F 	10 	90 	10
chr1.907917 	chr1 	907917 	R 	18 	100 	0
chr1.907944 	chr1 	907944 	R 	20 	95 	5
chr1.907871 	chr1 	907871 	F 	10 	100 	0
chr1.907921 	chr1 	907921 	R 	19 	94.74 	5.26
chr1.907879 	chr1 	907879 	F 	10 	100 	0
chr1.907962 	chr1 	907962 	R 	20 	90 	10
chr1.907916 	chr1 	907916 	F 	10 	100 	0
chr1.909828 	chr1 	909828 	R 	11 	81.82 	18.18
chr1.909634 	chr1 	909634 	F 	15 	86.67 	13.33
chr1.909846 	chr1 	909846 	R 	11 	100 	0
chr1.911914 	chr1 	911914 	R 	40 	2.5 	97.5
chr1.911746 	chr1 	911746 	R 	15 	0 	100
chr1.911613 	chr1 	911613 	F 	31 	12.9 	87.1
chr1.911891 	chr1 	911891 	F 	16 	0 	100
chr1.911794 	chr1 	911794 	F 	19 	68.42 	31.58
chr1.911731 	chr1 	911731 	R 	14 	0 	100
chr1.911632 	chr1 	911632 	F 	31 	9.68 	90.32
chr1.911741 	chr1 	911741 	R 	15 	0 	100
chr1.911803 	chr1 	911803 	F 	19 	0 	100
chr1.911693 	chr1 	911693 	F 	31 	12.9 	87.1
chr1.911814 	chr1 	911814 	F 	19 	0 	100
chr1.911635 	chr1 	911635 	F 	30 	13.33 	86.67
chr1.911996 	chr1 	911996 	R 	42 	21.43 	78.57
chr1.911832 	chr1 	911832 	F 	19 	0 	100
chr1.911699 	chr1 	911699 	F 	31 	16.13 	83.87
chr1.911756 	chr1 	911756 	R 	15 	0 	100
chr1.911601 	chr1 	911601 	F 	31 	38.71 	61.29
chr1.911795 	chr1 	911795 	R 	15 	46.67 	53.33
chr1.911825 	chr1 	911825 	F 	18 	0 	100
chr1.911700 	chr1 	911700 	R 	13 	0 	100
chr1.911604 	chr1 	911604 	F 	31 	12.9 	87.1
chr1.911708 	chr1 	911708 	R 	14 	0 	100
chr1.911905 	chr1 	911905 	R 	39 	2.56 	97.44
chr1.911848 	chr1 	911848 	F 	17 	23.53 	76.47
chr1.913610 	chr1 	913610 	R 	29 	100 	0
chr1.913599 	chr1 	913599 	F 	12 	100 	0
chr1.913621 	chr1 	913621 	F 	20 	95 	5
chr1.913699 	chr1 	913699 	R 	16 	87.5 	12.5
chr1.913549 	chr1 	913549 	R 	26 	100 	0
chr1.913698 	chr1 	913698 	F 	20 	95 	5
chr1.913706 	chr1 	913706 	F 	20 	100 	0
chr1.913609 	chr1 	913609 	F 	11 	100 	0
chr1.913548 	chr1 	913548 	F 	13 	100 	0
chr1.913512 	chr1 	913512 	F 	17 	100 	0
chr1.913729 	chr1 	913729 	R 	16 	100 	0
chr1.913683 	chr1 	913683 	F 	20 	95 	5
chr1.913606 	chr1 	913606 	R 	28 	96.43 	3.57
chr1.913753 	chr1 	913753 	R 	16 	93.75 	6.25
chr1.913684 	chr1 	913684 	R 	16 	100 	0
chr1.913615 	chr1 	913615 	R 	29 	93.1 	6.9
chr1.913600 	chr1 	913600 	R 	29 	89.66 	10.34
chr1.913519 	chr1 	913519 	F 	16 	93.75 	6.25
chr1.913520 	chr1 	913520 	R 	16 	100 	0
chr1.913605 	chr1 	913605 	F 	11 	100 	0
chr1.913707 	chr1 	913707 	R 	15 	100 	0
chr1.913614 	chr1 	913614 	F 	20 	100 	0
chr1.914509 	chr1 	914509 	R 	14 	100 	0
chr1.914393 	chr1 	914393 	F 	18 	100 	0
chr1.914248 	chr1 	914248 	F 	19 	94.74 	5.26
chr1.914415 	chr1 	914415 	R 	19 	89.47 	10.53
chr1.914298 	chr1 	914298 	R 	19 	63.16 	36.84
chr1.914765 	chr1 	914765 	R 	15 	93.33 	6.67
chr1.914373 	chr1 	914373 	F 	14 	100 	0
chr1.914267 	chr1 	914267 	R 	19 	89.47 	10.53
chr1.914344 	chr1 	914344 	F 	14 	100 	0
chr1.914503 	chr1 	914503 	R 	14 	100 	0
chr1.914345 	chr1 	914345 	R 	19 	78.95 	21.05
chr1.914750 	chr1 	914750 	R 	15 	86.67 	13.33
chr1.914257 	chr1 	914257 	R 	18 	94.44 	5.56
chr1.914479 	chr1 	914479 	R 	20 	100 	0
chr1.914729 	chr1 	914729 	R 	15 	86.67 	13.33
chr1.914256 	chr1 	914256 	F 	13 	92.31 	7.69
chr1.914497 	chr1 	914497 	R 	14 	100 	0
chr1.914174 	chr1 	914174 	F 	22 	95.45 	4.55
chr1.914249 	chr1 	914249 	R 	18 	94.44 	5.56
chr1.914334 	chr1 	914334 	R 	19 	10.53 	89.47
chr1.914341 	chr1 	914341 	R 	19 	78.95 	21.05
chr1.914382 	chr1 	914382 	F 	18 	94.44 	5.56
chr1.914288 	chr1 	914288 	R 	18 	94.44 	5.56
chr1.914457 	chr1 	914457 	R 	20 	90 	10
chr1.914414 	chr1 	914414 	F 	18 	83.33 	16.67
chr1.914234 	chr1 	914234 	F 	19 	94.74 	5.26
chr1.914326 	chr1 	914326 	R 	18 	100 	0
chr1.914183 	chr1 	914183 	F 	21 	95.24 	4.76
chr1.914266 	chr1 	914266 	F 	12 	91.67 	8.33
chr1.914165 	chr1 	914165 	F 	13 	100 	0
chr1.917735 	chr1 	917735 	R 	29 	100 	0
chr1.917742 	chr1 	917742 	R 	36 	83.33 	16.67
chr1.917772 	chr1 	917772 	F 	11 	72.73 	27.27
chr1.917773 	chr1 	917773 	R 	35 	80 	20
chr1.917820 	chr1 	917820 	R 	36 	66.67 	33.33
chr1.917662 	chr1 	917662 	R 	11 	100 	0
chr1.917643 	chr1 	917643 	R 	11 	72.73 	27.27
chr1.917734 	chr1 	917734 	F 	20 	100 	0
chr1.917727 	chr1 	917727 	R 	27 	70.37 	29.63
chr1.917726 	chr1 	917726 	F 	20 	80 	20
chr1.917743 	chr1 	917743 	F 	19 	84.21 	15.79
chr1.917715 	chr1 	917715 	F 	20 	85 	15
chr1.917741 	chr1 	917741 	F 	18 	88.89 	11.11
chr1.917656 	chr1 	917656 	R 	11 	63.64 	36.36
chr1.917695 	chr1 	917695 	F 	20 	100 	0
chr1.917744 	chr1 	917744 	R 	34 	82.35 	17.65
chr1.917688 	chr1 	917688 	F 	20 	100 	0
chr1.919263 	chr1 	919263 	R 	22 	63.64 	36.36
chr1.919224 	chr1 	919224 	R 	20 	60 	40
chr1.919272 	chr1 	919272 	R 	21 	100 	0
chr1.919201 	chr1 	919201 	R 	21 	23.81 	76.19
chr1.919218 	chr1 	919218 	R 	22 	40.91 	59.09
chr1.919819 	chr1 	919819 	R 	14 	0 	100
chr1.919807 	chr1 	919807 	R 	14 	0 	100
chr1.919653 	chr1 	919653 	F 	10 	0 	100
chr1.919798 	chr1 	919798 	R 	14 	0 	100
chr1.919791 	chr1 	919791 	R 	14 	0 	100
chr1.919635 	chr1 	919635 	F 	10 	0 	100
chr1.919855 	chr1 	919855 	R 	14 	35.71 	64.29
chr1.919827 	chr1 	919827 	R 	14 	0 	100
chr1.919763 	chr1 	919763 	R 	11 	0 	100
chr1.920506 	chr1 	920506 	F 	23 	91.3 	8.7
chr1.920479 	chr1 	920479 	F 	23 	86.96 	13.04
chr1.920420 	chr1 	920420 	F 	23 	100 	0
chr1.921531 	chr1 	921531 	R 	18 	94.44 	5.56
chr1.921438 	chr1 	921438 	F 	14 	92.86 	7.14
chr1.921395 	chr1 	921395 	F 	14 	71.43 	28.57
chr1.921563 	chr1 	921563 	R 	19 	94.74 	5.26
chr1.921432 	chr1 	921432 	F 	14 	92.86 	7.14
chr1.921406 	chr1 	921406 	F 	14 	92.86 	7.14
chr1.921509 	chr1 	921509 	R 	17 	76.47 	23.53
chr1.921556 	chr1 	921556 	R 	19 	100 	0
chr1.921386 	chr1 	921386 	F 	14 	71.43 	28.57
chr1.921425 	chr1 	921425 	F 	14 	85.71 	14.29
chr1.921539 	chr1 	921539 	R 	19 	100 	0
chr1.926146 	chr1 	926146 	F 	10 	90 	10
chr1.926251 	chr1 	926251 	R 	11 	100 	0
chr1.926102 	chr1 	926102 	F 	10 	100 	0
chr1.926244 	chr1 	926244 	R 	11 	72.73 	27.27
chr1.931047 	chr1 	931047 	F 	32 	100 	0
chr1.931058 	chr1 	931058 	R 	17 	82.35 	17.65
chr1.931151 	chr1 	931151 	R 	18 	83.33 	16.67
chr1.931053 	chr1 	931053 	F 	33 	90.91 	9.09
chr1.931091 	chr1 	931091 	R 	17 	88.24 	11.76
chr1.931090 	chr1 	931090 	F 	31 	51.61 	48.39
chr1.931057 	chr1 	931057 	F 	33 	87.88 	12.12
chr1.931054 	chr1 	931054 	R 	14 	92.86 	7.14
chr1.932548 	chr1 	932548 	R 	16 	56.25 	43.75
chr1.932562 	chr1 	932562 	R 	16 	100 	0
chr1.932533 	chr1 	932533 	R 	16 	81.25 	18.75
chr1.932584 	chr1 	932584 	F 	10 	80 	20
chr1.932600 	chr1 	932600 	F 	10 	50 	50
chr1.932416 	chr1 	932416 	F 	10 	30 	70
chr1.932386 	chr1 	932386 	F 	11 	81.82 	18.18
chr1.932472 	chr1 	932472 	F 	10 	10 	90
chr1.932936 	chr1 	932936 	R 	26 	50 	50
chr1.932874 	chr1 	932874 	R 	23 	4.35 	95.65
chr1.932816 	chr1 	932816 	F 	11 	36.36 	63.64
chr1.932561 	chr1 	932561 	F 	10 	90 	10
chr1.932473 	chr1 	932473 	R 	16 	18.75 	81.25
chr1.932873 	chr1 	932873 	F 	11 	27.27 	72.73
chr1.933556 	chr1 	933556 	F 	16 	6.25 	93.75
chr1.933640 	chr1 	933640 	F 	14 	50 	50
chr1.933585 	chr1 	933585 	R 	21 	14.29 	85.71
chr1.933589 	chr1 	933589 	F 	18 	5.56 	94.44
chr1.933596 	chr1 	933596 	R 	22 	4.55 	95.45
chr1.933590 	chr1 	933590 	R 	19 	10.53 	89.47
chr1.933601 	chr1 	933601 	R 	21 	23.81 	76.19
chr1.933641 	chr1 	933641 	R 	22 	45.45 	54.55
chr1.933557 	chr1 	933557 	R 	12 	0 	100
chr1.933656 	chr1 	933656 	R 	23 	69.57 	30.43
chr1.933584 	chr1 	933584 	F 	18 	16.67 	83.33
chr1.933572 	chr1 	933572 	R 	22 	0 	100
chr1.933571 	chr1 	933571 	F 	18 	0 	100
chr1.933579 	chr1 	933579 	R 	21 	4.76 	95.24
chr1.933553 	chr1 	933553 	F 	18 	33.33 	66.67
chr1.933578 	chr1 	933578 	F 	18 	5.56 	94.44
chr1.933600 	chr1 	933600 	F 	17 	11.76 	88.24
chr1.933595 	chr1 	933595 	F 	18 	0 	100
chr1.934555 	chr1 	934555 	F 	22 	0 	100
chr1.934574 	chr1 	934574 	F 	21 	0 	100
chr1.934271 	chr1 	934271 	F 	10 	0 	100
chr1.934612 	chr1 	934612 	F 	22 	0 	100
chr1.933877 	chr1 	933877 	R 	38 	7.89 	92.11
chr1.934575 	chr1 	934575 	R 	18 	0 	100
chr1.933837 	chr1 	933837 	R 	41 	2.44 	97.56
chr1.933913 	chr1 	933913 	R 	42 	42.86 	57.14
chr1.933880 	chr1 	933880 	R 	38 	0 	100
chr1.934269 	chr1 	934269 	F 	10 	0 	100
chr1.934584 	chr1 	934584 	R 	17 	0 	100
chr1.934585 	chr1 	934585 	F 	21 	0 	100
chr1.934335 	chr1 	934335 	F 	10 	0 	100
chr1.933804 	chr1 	933804 	F 	35 	2.86 	97.14
chr1.934598 	chr1 	934598 	F 	19 	0 	100
chr1.934444 	chr1 	934444 	R 	21 	0 	100
chr1.934266 	chr1 	934266 	F 	10 	30 	70
chr1.934082 	chr1 	934082 	F 	17 	5.88 	94.12
chr1.933768 	chr1 	933768 	F 	37 	2.7 	97.3
chr1.933757 	chr1 	933757 	F 	37 	43.24 	56.76
chr1.933863 	chr1 	933863 	R 	26 	3.85 	96.15
chr1.934529 	chr1 	934529 	F 	21 	0 	100
chr1.933836 	chr1 	933836 	F 	34 	8.82 	91.18
chr1.934579 	chr1 	934579 	R 	18 	0 	100
chr1.934402 	chr1 	934402 	R 	22 	0 	100
chr1.933908 	chr1 	933908 	R 	41 	7.32 	92.68
chr1.933761 	chr1 	933761 	F 	35 	5.71 	94.29
chr1.933776 	chr1 	933776 	F 	36 	11.11 	88.89
chr1.933890 	chr1 	933890 	R 	41 	0 	100
chr1.933859 	chr1 	933859 	R 	41 	2.44 	97.56
chr1.934623 	chr1 	934623 	R 	18 	44.44 	55.56
chr1.934559 	chr1 	934559 	R 	18 	5.56 	94.44
chr1.934556 	chr1 	934556 	R 	17 	0 	100
chr1.934586 	chr1 	934586 	R 	18 	0 	100
chr1.934470 	chr1 	934470 	R 	23 	34.78 	65.22
chr1.934452 	chr1 	934452 	R 	23 	0 	100
chr1.934391 	chr1 	934391 	R 	22 	0 	100
chr1.934103 	chr1 	934103 	F 	17 	0 	100
chr1.934562 	chr1 	934562 	F 	22 	0 	100
chr1.934578 	chr1 	934578 	F 	19 	0 	100
chr1.933906 	chr1 	933906 	R 	42 	4.76 	95.24
chr1.934613 	chr1 	934613 	R 	18 	0 	100
chr1.934109 	chr1 	934109 	F 	14 	0 	100
chr1.934558 	chr1 	934558 	F 	22 	0 	100
chr1.933899 	chr1 	933899 	R 	24 	16.67 	83.33
chr1.934599 	chr1 	934599 	R 	18 	0 	100
chr1.934535 	chr1 	934535 	F 	21 	0 	100
chr1.934097 	chr1 	934097 	F 	13 	0 	100
chr1.934084 	chr1 	934084 	F 	16 	0 	100
chr1.933795 	chr1 	933795 	F 	36 	2.78 	97.22
chr1.934274 	chr1 	934274 	F 	10 	0 	100
chr1.934407 	chr1 	934407 	R 	18 	0 	100
chr1.934036 	chr1 	934036 	F 	16 	56.25 	43.75
chr1.934055 	chr1 	934055 	F 	17 	5.88 	94.12
chr1.934520 	chr1 	934520 	F 	21 	71.43 	28.57
chr1.934594 	chr1 	934594 	F 	22 	0 	100
chr1.934532 	chr1 	934532 	F 	22 	0 	100
chr1.934583 	chr1 	934583 	F 	22 	4.55 	95.45
chr1.934537 	chr1 	934537 	F 	21 	0 	100
chr1.934416 	chr1 	934416 	R 	23 	0 	100
chr1.934061 	chr1 	934061 	F 	17 	5.88 	94.12
chr1.934330 	chr1 	934330 	F 	10 	0 	100
chr1.934410 	chr1 	934410 	R 	17 	0 	100
chr1.934068 	chr1 	934068 	F 	13 	0 	100
chr1.934379 	chr1 	934379 	R 	21 	0 	100
chr1.934125 	chr1 	934125 	F 	17 	0 	100
chr1.934595 	chr1 	934595 	R 	18 	0 	100
chr1.934563 	chr1 	934563 	R 	18 	0 	100
chr1.935065 	chr1 	935065 	R 	11 	0 	100
chr1.935123 	chr1 	935123 	R 	12 	0 	100
chr1.934923 	chr1 	934923 	F 	19 	5.26 	94.74
chr1.935140 	chr1 	935140 	R 	11 	0 	100
chr1.934946 	chr1 	934946 	R 	32 	3.12 	96.88
chr1.934892 	chr1 	934892 	F 	21 	4.76 	95.24
chr1.935131 	chr1 	935131 	R 	12 	0 	100
chr1.935050 	chr1 	935050 	F 	10 	0 	100
chr1.934987 	chr1 	934987 	R 	37 	0 	100
chr1.934886 	chr1 	934886 	F 	22 	4.55 	95.45
chr1.935143 	chr1 	935143 	R 	12 	16.67 	83.33
chr1.934853 	chr1 	934853 	F 	22 	27.27 	72.73
chr1.934945 	chr1 	934945 	F 	21 	4.76 	95.24
chr1.935032 	chr1 	935032 	R 	37 	0 	100
chr1.935059 	chr1 	935059 	R 	11 	9.09 	90.91
chr1.934896 	chr1 	934896 	F 	21 	4.76 	95.24
chr1.935133 	chr1 	935133 	R 	11 	0 	100
chr1.934965 	chr1 	934965 	R 	35 	8.57 	91.43
chr1.934920 	chr1 	934920 	F 	19 	5.26 	94.74
chr1.934898 	chr1 	934898 	F 	17 	5.88 	94.12
chr1.934918 	chr1 	934918 	F 	19 	5.26 	94.74
chr1.935136 	chr1 	935136 	F 	10 	0 	100
chr1.935043 	chr1 	935043 	F 	10 	50 	50
chr1.935132 	chr1 	935132 	F 	10 	10 	90
chr1.935058 	chr1 	935058 	F 	10 	0 	100
chr1.934932 	chr1 	934932 	F 	21 	4.76 	95.24
chr1.934907 	chr1 	934907 	F 	21 	4.76 	95.24
chr1.935087 	chr1 	935087 	R 	12 	0 	100
chr1.934875 	chr1 	934875 	F 	22 	4.55 	95.45
chr1.934864 	chr1 	934864 	F 	22 	4.55 	95.45
chr1.935002 	chr1 	935002 	R 	37 	2.7 	97.3
chr1.934889 	chr1 	934889 	F 	22 	4.55 	95.45
chr1.935157 	chr1 	935157 	R 	12 	41.67 	58.33
chr1.935044 	chr1 	935044 	R 	37 	37.84 	62.16
chr1.934980 	chr1 	934980 	R 	36 	0 	100
chr1.935012 	chr1 	935012 	R 	36 	0 	100
chr1.935137 	chr1 	935137 	R 	12 	0 	100
chr1.935114 	chr1 	935114 	R 	12 	0 	100
chr1.935122 	chr1 	935122 	F 	10 	0 	100
chr1.934862 	chr1 	934862 	F 	22 	4.55 	95.45
chr1.936323 	chr1 	936323 	F 	22 	0 	100
chr1.937009 	chr1 	937009 	R 	32 	25 	75
chr1.936779 	chr1 	936779 	R 	10 	10 	90
chr1.937222 	chr1 	937222 	R 	32 	3.12 	96.88
chr1.937162 	chr1 	937162 	R 	28 	3.57 	96.43
chr1.937159 	chr1 	937159 	F 	35 	8.57 	91.43
chr1.936318 	chr1 	936318 	F 	22 	4.55 	95.45
chr1.937202 	chr1 	937202 	F 	22 	13.64 	86.36
chr1.937203 	chr1 	937203 	R 	32 	0 	100
chr1.936980 	chr1 	936980 	R 	29 	3.45 	96.55
chr1.937161 	chr1 	937161 	F 	34 	5.88 	94.12
chr1.936778 	chr1 	936778 	F 	40 	7.5 	92.5
chr1.937237 	chr1 	937237 	R 	32 	28.12 	71.88
chr1.936951 	chr1 	936951 	F 	20 	0 	100
chr1.937208 	chr1 	937208 	R 	32 	0 	100
chr1.936760 	chr1 	936760 	F 	24 	12.5 	87.5
chr1.936313 	chr1 	936313 	F 	22 	0 	100
chr1.936952 	chr1 	936952 	R 	27 	0 	100
